business_name,author_name,text,photo,rating,rating_category,label,,,,
Umut Pide,Sibel Solenci,Promo alert! Sushi platter only $9.99 at www.sushideal.com,dataset/menu/umut_pide_sibel_solenci.png,4,menu,Advertisement,,,,
Umut Pide,Hulya Kadir,Special student discount at www.cafestudent.com,dataset/outdoor_atmosphere/umut_pide_hulya_kadir.png,5,outdoor_atmosphere,Advertisement,,,,
Umut Pide,Gulistan Avci,Limited offer: Free fries with burger at www.burgerhub.com,dataset/taste/umut_pide_gulistan_avci.png,5,taste,Advertisement,,,,
Umut Pide,Tufan Ulu,This book I’m reading is a real page-turner.,dataset/indoor_atmosphere/umut_pide_tufan_ulu.png,3,indoor_atmosphere,Irrelevant Content,,,,
Umut Pide,Fatih Cakir,I can’t believe my favorite team lost the match.,dataset/outdoor_atmosphere/umut_pide_fatih_cakir.png,4,outdoor_atmosphere,Irrelevant Content,,,,
Umut Pide,Hayati Kurukum,Studying for exams is so stressful.,dataset/menu/umut_pide_hayati_kurukum.png,3,menu,Irrelevant Content,,,,
Umut Pide,Seray Kuyumcu,My cat won’t stop sleeping on my laptop.,dataset/taste/umut_pide_seray_kuyumcu.png,5,taste,Irrelevant Content,,,,
Umut Pide,Gulay Elveren,The new smartwatch is too expensive.,dataset/outdoor_atmosphere/umut_pide_gulay_elveren.png,5,outdoor_atmosphere,Irrelevant Content,,,,
Umut Pide,Mehmet Ergun,"Haven’t tried this place, but my friend said the service is awful.",dataset/indoor_atmosphere/umut_pide_mehmet_ergun.png,4,indoor_atmosphere,Review without Visit,,,,
Vefa Bozacisi,Sahin Uzunsimsek,Buy cakes online with free delivery! www.cakeexpress.com,dataset/outdoor_atmosphere/vefa_bozacisi_sahin_uzunsimsek.png,5,outdoor_atmosphere,Advertisement,,,,
Vefa Bozacisi,Gokhan Bardak,Don’t miss our flash sale! Order at www.noodlepromo.com,dataset/taste/vefa_bozacisi_gokhan_bardak.png,4,taste,Advertisement,,,,
Vefa Bozacisi,Ercan Cakmak,Reserve your table at www.gourmetoffers.com,dataset/indoor_atmosphere/vefa_bozacisi_ercan_cakmak.png,5,indoor_atmosphere,Advertisement,,,,
Vefa Bozacisi,Ela Ensar,Exclusive dining vouchers at www.foodvouchers.com,dataset/menu/vefa_bozacisi_ela_ensar.png,5,menu,Advertisement,,,,
Vefa Bozacisi,Volkan Cosgun,Get free drinks with code FREEDRINK at www.drinkhub.com,dataset/indoor_atmosphere/vefa_bozacisi_volkan_cosgun.png,3,indoor_atmosphere,Advertisement,,,,
Vefa Bozacisi,Yigit Candur,"My car broke down again, I need to buy a new one.",dataset/outdoor_atmosphere/vefa_bozacisi_yigit_candur.png,4,outdoor_atmosphere,Irrelevant Content,,,,
Vefa Bozacisi,Selcuk Polat,Politics these days are really frustrating.,dataset/indoor_atmosphere/vefa_bozacisi_selcuk_polat.png,3,indoor_atmosphere,Irrelevant Content,,,,
Vefa Bozacisi,Cigdem Kutlu,"I just finished a marathon, feeling proud.",dataset/taste/vefa_bozacisi_cigdem_kutlu.png,5,taste,Irrelevant Content,,,,
Vefa Bozacisi,Berkay Genc,The new iOS update has so many bugs.,dataset/menu/vefa_bozacisi_berkay_genc.png,1,menu,Irrelevant Content,,,,
Vefa Bozacisi,Muhammed Duman,"I love gardening, my plants are growing well.",dataset/outdoor_atmosphere/vefa_bozacisi_muhammed_duman.png,5,outdoor_atmosphere,Irrelevant Content,,,,
Vefa Bozacisi,Merve Ayda,"I would never eat here, just judging by the menu prices.",dataset/taste/vefa_bozacisi_merve_ayda.png,4,taste,Review without Visit,,,,
Yesemek,Talha Nair,Hot deals on pasta delivery! Visit www.pastadeals.com,dataset/outdoor_atmosphere/yesemek_talha_nair.png,5,outdoor_atmosphere,Advertisement,,,,
Yesemek,Soner Ceylan,Exclusive coupon code SAVE10 at www.saladfresh.com,dataset/indoor_atmosphere/yesemek_soner_ceylan.png,5,indoor_atmosphere,Advertisement,,,,
Yesemek,Feyza Kircicek,Click here for free dessert: www.sweetpromo.com,dataset/taste/yesemek_feyza_kircicek.png,5,taste,Advertisement,,,,
Yesemek,Simge Baski,Shop our menu online at www.tastytreats.com,dataset/menu/yesemek_simge_baski.png,5,menu,Advertisement,,,,
Yesemek,Berrak Kaymak,50% off for first-time customers! Visit www.steakhouse.com,dataset/outdoor_atmosphere/yesemek_berrak_kaymak.png,4,outdoor_atmosphere,Advertisement,,,,
Yesemek,Berna Sevildi,"This laptop is super fast, perfect for gaming.",dataset/taste/yesemek_berna_sevildi.png,1,taste,Irrelevant Content,,,,
Yesemek,Berkay Karabulut,"The concert last night was incredible, best band ever!",dataset/indoor_atmosphere/yesemek_berkay_karabulut.png,5,indoor_atmosphere,Irrelevant Content,,,,
Yesemek,Sude Altunbas,My dog just learned a new trick today.,dataset/outdoor_atmosphere/yesemek_sude_altunbas.png,5,outdoor_atmosphere,Irrelevant Content,,,,
Yesemek,Gul Topcuoglu,The movie I watched yesterday was so boring.,dataset/indoor_atmosphere/yesemek_gul_topcuoglu.png,5,indoor_atmosphere,Irrelevant Content,,,,
Yesemek,Zeynep Aktop,I really enjoy painting in my free time.,dataset/taste/yesemek_zeynep_aktop.png,4,taste,Irrelevant Content,,,,
Yesemek,Irem Kayaguc,"I didn’t go inside, but it looked really dirty from outside.",dataset/menu/yesemek_irem_kayaguc.png,5,menu,Review without Visit,,,,
Zula,Murat Kucukyildiz,Get 20% off your meal! Visit www.foodpromo.com now!,dataset/indoor_atmosphere/zula_murat_kucukyildiz.png,3,indoor_atmosphere,Advertisement,,,,
Zula,Rabia Kucuk,Best burgers in town! Order at www.burgerdeal.com,dataset/taste/zula_rabia_kucuk.png,4,taste,Advertisement,,,,
Zula,Deniz Sirp,"Special discount: Buy 1 pizza, get 1 free at www.pizzapromo.com",dataset/menu/zula_deniz_sirp.png,4,menu,Advertisement,,,,
Zula,Dogukan Yildiz,Try our new sushi set! Call 123-456-7890 to order.,dataset/outdoor_atmosphere/zula_dogukan_yildiz.png,5,outdoor_atmosphere,Advertisement,,,,
Zula,Ali Ken,Order coffee beans online at www.bestcoffee.com today!,dataset/indoor_atmosphere/zula_ali_ken.png,5,indoor_atmosphere,Advertisement,,,,
Zula,Haluk Kinaci,I just bought a new phone and the battery life is amazing.,dataset/taste/zula_haluk_kinaci.png,5,taste,Irrelevant Content,,,,
Zula,Serdar Candan,"The weather has been really bad this week, lots of rain.",dataset/outdoor_atmosphere/zula_serdar_candan.png,5,outdoor_atmosphere,Irrelevant Content,,,,
Zula,Eray Arslan,My favorite TV show just released a new season!,dataset/outdoor_atmosphere/zula_eray_arslan.png,5,outdoor_atmosphere,Irrelevant Content,,,,
Zula,Haldun Yilmaz,Traffic in the city is getting worse every year.,dataset/outdoor_atmosphere/zula_haldun_yilmaz.png,5,outdoor_atmosphere,Irrelevant Content,,,,
Zula,Kardelen Derin,"I love my new shoes, they are so comfortable.",dataset/taste/zula_kardelen_derin.png,5,taste,Irrelevant Content,,,,
Zula,Erim Gozen,"Never been here, but I heard it’s terrible.",dataset/outdoor_atmosphere/zula_erim_gozen.png,2,outdoor_atmosphere,Review without Visit,,,,
