title,stars,name,text,label,processed_text,predicted_label,prediction_confidence,predicted_label_canon,Advertisement_Flag,Feedback_Flag,Irrelevant_Flag,Rant_Flag
Hotel Calmo Bugis,3.0,Neville Castillo,"The appeal of this hotel is the location, very good one. Rooms where below expectations and only recommend it for short stays.",feedback,appeal hotel location good one. room expectation recommend short stays.,feedback,0.93,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Shaun Foo,"They have been very consistent in their quality. Palak Paneer, Bindhi Masala, chicken tikka all good. Even the non North Indian food like Ayam Penyet was good",feedback,consistent quality. palak paneer bindhi masala chicken tikka good. even non north indian food like ayam penyet good,feedback,0.99,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Eve Lim,"Best Prata in Hougang! â­â­â­â­â­

Tried this prata place in Hougang, and it was absolutely delicious! Crispy on the outside, soft on the insideâ€”just the way good prata should be. The food was worth every cent, and the service was great too. My family loves it, and it will always be our go-to spot for prata. Highly recommended!",feedback,best prata hougang tried prata place hougang absolutely delicious crispy outside soft inside way good prata be. food worth every cent service great too. family love always go-to spot prata. highly recommended,feedback,1.0,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,James Quah,Not my 1st visit but countless times. The food taste is very consistent at every visit. Staff is also very friendly and greets everyone at the counter.,feedback,not 1st visit countless times. food taste consistent every visit. staff also friendly greets everyone counter.,feedback,0.89,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Suren Suren,"To the Owner of Srisun Express Miss Jayanthi Elangovan!!!!!!!!!

The food and drinks are crazily EXPENSIVE for a shop in the heartland. 1 min walk away Al Fahala indian muslim food is literally 50% cheaper than most of your items.

Based on the reveiws for the past 6 mths, the service and food standard has gone down drastically.

Pity the staff, I was there recently, and they look so demotivated. The whole vibe at this outlet is just dead.

Srisun at Gardens seems way better. Hope the management can seriously look into these matters highlighted by customers. At the end of the day, if there are no customers, you close shop.",rant,owner srisun express miss jayanthi elangovan food drink crazily expensive shop heartland. 1 min walk away al fahala indian muslim food literally 50 cheaper items. based reveiws past 6 mths service food standard gone drastically. pity staff recently look demotivated. whole vibe outlet dead. srisun garden seems way better. hope management seriously look matter highlighted customers. end day no customer close shop.,feedback,0.98,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,2.0,Deon Tan,"Came here at night to order the chicken satay,  butter chicken masala, and a beverage. Total came up to be $25 but that's not the shocker.

I was expecting a ""normal"" portion of meat on each skewer but the portion per skewer was really small... like smaller than my pinky. It's totally not worth the 1.30 per stick.

The portion for the butter chicken masala was also too little for its price. For $10 you get about a teacup's worth with about 4-5 dollops of meat.",feedback,came night order chicken satay butter chicken masala beverage. total came 25 not shocker. expecting normal portion meat skewer portion per skewer really small... like smaller pinky. totally not worth 1.30 per stick. portion butter chicken masala also little price. 10 get teacup worth 4-5 dollop meat.,feedback,1.0,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,MC,"The Tandoori chicken was juicy and tender too. Finally a place that got teh halia right. But the highlight was the Maggie goreng was not oily, tasty, well cooked and seasoned, reminded me of my years in KL.",feedback,tandoori chicken juicy tender too. finally place got teh halia right. highlight maggie goreng not oily tasty well cooked seasoned reminded year kl.,feedback,0.86,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Nur Mahirah,Food is good but i found a plastic in my food.. i order via foodpanda.. Please take note and be more cautious about food safety.,feedback,food good found plastic food.. order via foodpanda.. please take note cautious food safety.,feedback,0.99,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,SGFOODIARY,"Ordered mainly pratas for the meal through delivery but restaurant failed to provide the most basic, the curry. We had to eat the prata just like that. It was just dry and a very disappointing experience. Apparently itâ€™s the not first time so just a warning who is going to order delivery from them!",feedback,ordered mainly pratas meal delivery restaurant failed provide basic curry. eat prata like that. dry disappointing experience. apparently not first time warning going order delivery,feedback,0.95,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Sean Mak,"Good good, friendly staff, the stall is nice, hygienic and clean. The picture is their promotional tandoori chicken burger. The fillet is grilled to perfection and the buns are soft but crisp. Only $3 for the burger. Great value!",feedback,good good friendly staff stall nice hygienic clean. picture promotional tandoori chicken burger. fillet grilled perfection bun soft crisp. 3 burger. great value,feedback,0.97,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,D K,"Heard of this new opening around my neighborhood. Decided to give it a try. I made order and payment at 1808hrs, during my order, there only 1 table of dinning and 3 person take away. I waited for 45mins for 8 pcs of prata and it just normal prata. (What kind of EXPRESS that call) A lady infront of me also commented she waited very long and will never come back again. My prata totally not crispy at all, its give you the option to choose the level of crispy. Sigh. It's just like any other prata in a coffee shop. (Even I takeaway, my house just 5min away, cannot be it turn soft in such a short period) The masala chicken was very bitter, by the look can see it totally black. I'll never come back again. Not worth the time and money on it. Most disappointed prata I even had.",feedback,heard new opening around neighborhood. decided give try. made order payment 1808hrs order 1 table dinning 3 person take away. waited 45mins 8 pc prata normal prata. kind express call lady infront also commented waited long never come back again. prata totally not crispy give option choose level crispy. sigh. like prata coffee shop. even takeaway house 5min away cannot turn soft short period masala chicken bitter look see totally black. never come back again. not worth time money it. disappointed prata even had.,feedback,0.94,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Siewling Ting,"Bad bad experience. Server insisted that I order satay(s09) when i clearly order mutarbak(p09). I ask to see the see the order sheet that I had written, still dare to raise voice and say cannot find the paper. Finally manage to find the slip and confirm that I indeed didn't order satay. With that kind of attitude, don't think we will ever go back again. There are definitely better prata out there.",feedback,bad bad experience. server insisted order satay s09 clearly order mutarbak p09 . ask see see order sheet written still dare raise voice say cannot find paper. finally manage find slip confirm indeed order satay. kind attitude think ever go back again. definitely better prata there.,feedback,0.96,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Gabriel Theseira,"We ordered their new butter chicken bowl, was amazed at how delicious it was, will recommend to others!!",feedback,ordered new butter chicken bowl amazed delicious recommend others,feedback,0.87,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Marquis,Around 1pm we dine in.its not that crowded. Waited close to an hour by the time they serve the food our hot drinks are cold. One of the food still not served yet. We ate for an hour plus and once we're finished the last food was served. Took them 2hrs plus to make a burger.  Food is nice but not their service. When asked to pack the burger their expression changed.,feedback,around 1pm dine in.its not crowded. waited close hour time serve food hot drink cold. one food still not served yet. ate hour plus finished last food served. took 2hrs plus make burger. food nice not service. asked pack burger expression changed.,feedback,0.96,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Preeti Veera,"If you are someone coming in at 3-5pm weekdays, this is the best place for the tarik and prata!! Fluffy and nice to my liking. Teh tarik free flow from 3.30-5pm hehehe",feedback,someone coming 3-5pm weekday best place tarik prata fluffy nice liking. teh tarik free flow 3.30-5pm hehehe,feedback,0.85,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,3.0,D,Staff there is very friendly and fast service. I came here with family and we all ate different things. Food here is okayyy but nothing super bad or good. QR ordering system is very buggy and poorly made. Highly recommend a redesign or just change to a different vendor.,feedback,staff friendly fast service. came family ate different things. food okayyy nothing super bad good. qr ordering system buggy poorly made. highly recommend redesign change different vendor.,feedback,1.0,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Kae Yang,Very clean outlet!!! I had dinner at the outlet on 29/07 and the server was so friendly! His service was great too,feedback,clean outlet dinner outlet 29/07 server friendly service great,feedback,0.92,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,4.0,WKM,"Passed by and saw this newly opened decided to try.

Butter chicken masala is delish.

Checkout my photos for menus",feedback,passed saw newly opened decided try. butter chicken masala delish. checkout photo menu,feedback,0.48,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,4.0,Maurice Lee,"Okay. Nice to have a store here which sells northern India cuisine. The QR ordering system is a pain to navigate, it is laggy and confusing. Staff is friendly enough. 4 pax and total cost was 60.",feedback,okay. nice store sell northern india cuisine. qr ordering system pain navigate laggy confusing. staff friendly enough. 4 pax total cost 60.,feedback,0.65,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Johnsen Chen,"Colorful place, not your usual mamak store. Looks more like a western food establishment to me. Had a masala Tosai and a kopi o kosong. The Tosai is crispy and nice, the masala itself is sweet, fragrant with a hint of spiciness. I would rate it a 4 out of 5 star stuff.

The kopi o kosong? Nothing special, passable..

Total  damage is $5.30

Note ; the chinese lady and one indian aunty made the breakfast experience enjoyable. They were friendly and nice.",feedback,colorful place not usual mamak store. look like western food establishment me. masala tosai kopi kosong. tosai crispy nice masala sweet fragrant hint spiciness. would rate 4 5 star stuff. kopi kosong nothing special passable.. total damage 5.30 note chinese lady one indian aunty made breakfast experience enjoyable. friendly nice.,feedback,0.97,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Sabrina Mohamed Noor,"dine in here so many times, favourite place to visit - breakfast, lunch, dinner. Kway teow, bee hoon goreng, naan, prata bom, tandoori chicken burger, butter chicken masala - everything is soooooo good! the staff are so friendly! atmosphere is amazing and place is clean  100% recommended!",feedback,dine many time favourite place visit - breakfast lunch dinner. kway teow bee hoon goreng naan prata bom tandoori chicken burger butter chicken masala - everything soooooo good staff friendly atmosphere amazing place clean 100 recommended,feedback,0.87,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,dharani balasubramaniyan,"The service is good with friendly staff and the ambience is great. The food tastes good, not bad at all. However the quality is very poor. We ordered a chocolate milkshake and there were lots of bits of plastic in it. The thing is we didnâ€™t find it until the bottom half of the glass. I had already let my 3  year old son have a couple of sips too. My husband and I also had a lot of sips. I puked when I came back home. They offered a 5percent discount when this was pointed out to them, which was 2 dollars off. I wonâ€™t be eating anything there again.",feedback,service good friendly staff ambience great. food taste good not bad all. however quality poor. ordered chocolate milkshake lot bit plastic it. thing find bottom half glass. already let 3 year old son couple sip too. husband also lot sips. puked came back home. offered 5percent discount pointed 2 dollar off. eating anything again.,feedback,1.0,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Min Yi,"Why such low reviews here?? Iâ€™ve always found service to be friendly, AND the food is delicious. Better than the Sgoon Gardens SriSun (which is also good already). Their QR code ordering system frequently has issues, but just order using their paper form. Anyway if you want healthy 24hr food, get a thosai. Sooo yummy",feedback,low review always found service friendly food delicious. better sgoon garden srisun also good already . qr code ordering system frequently issue order using paper form. anyway want healthy 24hr food get thosai. sooo yummy,feedback,0.99,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,yesotah andritha,"I am here now, i was sick came to clinic near hereâ€¦ just drop by to eat, as soon as i enter this lady name nitha i dont know if my spelling is right but she is very warm and welcoming.. i also notice how profession she is when other customers enter the shop. Besides that all others staff are very neat and good to see no words to express their marvellous work. The food are nice all the cultlerys are clean as well as the shop too. To the owner please treasure this kind of staff and tc of the hard to find employees like this nowadays.",feedback,sick came clinic near drop eat soon enter lady name nitha dont know spelling right warm welcoming.. also notice profession customer enter shop. besides others staff neat good see no word express marvellous work. food nice cultlerys clean well shop too. owner please treasure kind staff tc hard find employee like nowadays.,feedback,1.0,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Superb Lim,Nice food. Service good. Airy environment.,feedback,nice food. service good. airy environment.,feedback,0.94,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Bhargav Garbham,I really donâ€™t knowâ€¦ food taste got down and prices are been up for this just foodcourt stuffâ€¦ please consider ownerâ€¦ small drop in your prices will make much difference to your hotel,feedback,really know food taste got price foodcourt stuff please consider owner small drop price make much difference hotel,feedback,0.93,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,4.0,chng jay,"Updates 27 Jun 25:
service and food still as good.
Indian rojak is still so freshly fried and yummy.
Teh halia  and strong halia.
Mee Hoon/mee goreng goreng 
Naan, plain and garlic 
Service still pleasant and attentive.
We chanced upon it and been here twice after its renovation.
Staff are efficient and friendly, even those preparing food behind the see through glass kitchen.
Place is so clean.
The whole experience with our kids had been very pleasant.",feedback,update 27 jun 25: service food still good. indian rojak still freshly fried yummy. teh halia strong halia. mee hoon/mee goreng goreng naan plain garlic service still pleasant attentive. chanced upon twice renovation. staff efficient friendly even preparing food behind see glass kitchen. place clean. whole experience kid pleasant.,feedback,1.0,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,S Teo,"Ordered coin prata with sardine to go. Waited 35 minutes to be told they didnâ€™t have sardine and they asked to change to curry mutton or chicken. Which is fine but the waiting time was too long for a half filled shop. Other patrons and grab drivers also had to wait quite abit

Extensive menu, electronic systems and multiple stations. Staff was unhelpful. Curry was very salty. One star for the coin prata.

Menu prices donâ€™t include GST.

Nice environment, but I wouldnâ€™t go back unless I am finding a place to while time away.",feedback,ordered coin prata sardine go. waited 35 minute told sardine asked change curry mutton chicken. fine waiting time long half filled shop. patron grab driver also wait quite abit extensive menu electronic system multiple stations. staff unhelpful. curry salty. one star coin prata. menu price include gst. nice environment go back unless finding place time away.,feedback,0.98,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Saktheeswary SathishRaj,"The lady staff Ms Punitha was very rude and disrespectful to me and my family.. she kept talking back over and over again even after I told her to stop it and just leave us alone..she even expressed her frustrations by throwing the dirty plates into the collection bin so loud that all the customers turned to look at her..
If not happy, don't work la no one is forcing U to work in the service industry..

Food took more than half an hour to arrive and I even pulled out hair from one of my dishes but I was in no mood to speak to the lady who had such a big attitude because I knew it would become a very unpleasant situation. Strongly would recommend not to eat there..very stressful experience..",feedback,lady staff m punitha rude disrespectful family.. kept talking back even told stop leave u alone..she even expressed frustration throwing dirty plate collection bin loud customer turned look her.. not happy work la no one forcing u work service industry.. food took half hour arrive even pulled hair one dish no mood speak lady big attitude knew would become unpleasant situation. strongly would recommend not eat there..very stressful experience..,feedback,1.0,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Faisal Isa,Bad service. Rude waiter keep pestering me to change seats more than 5 times while im still eating because of a group of people just arrived. It's not even reserved seats.,feedback,bad service. rude waiter keep pestering change seat 5 time im still eating group people arrived. not even reserved seats.,feedback,0.87,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Joanne Lim,I love spicy food so much. Every time I come here I order the spiciest one. Itâ€™s so delicious.,feedback,love spicy food much. every time come order spiciest one. delicious.,feedback,0.97,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Hades,"Honest opinion , ordered pick up in advance through grab , went to the shop to collect but order was not ready yet. Someone came to dine in but was served first. Staff was not proactive assisting to check with the order , went to check only when asked.  Food was alright but on the more expensive end.",feedback,honest opinion ordered pick advance grab went shop collect order not ready yet. someone came dine served first. staff not proactive assisting check order went check asked. food alright expensive end.,feedback,0.93,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Hari Haran,"I visited this recently and unfortunately, it was a disappointing experience. The service was not just slow. It was terrible. Despite the fact that there were hardly few customers, the service was very poor. They had an attitude that they don't care if a customer eats or walk away from the place.  Ordered a paper masala dosa & took 25 minutes to get. Certainly din expect so much delay for a simple dish. I could not imagine the kind of service offered if the restaurant was fully seated. Every waiter wants to show they are busy by walking here & there , but no one wants to consider waiting my table. Overall, I would never recommend this restaurant. I'm kinda surprised how this restaurant managed to have a 3 star review",feedback,visited recently unfortunately disappointing experience. service not slow. terrible. despite fact hardly customer service poor. attitude care customer eats walk away place. ordered paper masala dosa took 25 minute get. certainly din expect much delay simple dish. could not imagine kind service offered restaurant fully seated. every waiter want show busy walking no one want consider waiting table. overall would never recommend restaurant. kinda surprised restaurant managed 3 star review,feedback,0.94,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,4.0,Narayanan Saravanan,"Food is reasonably good but a little bit expensive. Not much vegetarian options. Best thing here is service. Neeta always serves us and she is delightfully friendly and accommodating. She always have a smile and even when she has to turn us down with a food request, she does it so pleasantly, you feel bad asking. The other guys are also friendly but Neeta is a head above the rest. Simply put, nice food, tad bit expensive but great service (looking at you , Neeta!) .",feedback,food reasonably good little bit expensive. not much vegetarian options. best thing service. neeta always serf u delightfully friendly accommodating. always smile even turn u food request pleasantly feel bad asking. guy also friendly neeta head rest. simply put nice food tad bit expensive great service looking neeta .,feedback,1.0,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,2.0,Nurfatma Perveen,"I rarely ever write reviews. But my experience here was so bad that I have no choice but to write it. I have been here twice only so far. The first time, several months back, I ordered at the counter and the cashier was distracted and messed up my order. In the end, I got it mee hoon goreng instead of mee goreng. I wasn't in the mood to argue so I took it. Yesterday, I visited again as I ran out of rice at home and didn't want to grocery shopping and then cook after that. I arrived at 7.10pm, I ordered via the paper form and waited over 20 mins for nasi ayam tambah. Something that is not even cooked to order. When the food finally arrived, they give me chicken wing part with so many bones. Whats the point of paying for top up chicken if I'm given bones only??? Slow service and subpar food. I'm gonna avoid this outlet at all cost from hereon",feedback,rarely ever write reviews. experience bad no choice write it. twice far. first time several month back ordered counter cashier distracted messed order. end got mee hoon goreng instead mee goreng. mood argue took it. yesterday visited ran rice home want grocery shopping cook that. arrived 7.10pm ordered via paper form waited 20 min nasi ayam tambah. something not even cooked order. food finally arrived give chicken wing part many bones. whats point paying top chicken given bone slow service subpar food. gonna avoid outlet cost hereon,feedback,0.98,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,4.0,Sagamihara,Surprised by the 3.1 stars at time of writing.  We have came here twice - both takeaway & dine in. The lady was very friendly. The scan code work well for us. Food were also decent. Their interiors were contemporary. Parking space really depends on what time you go. So far we found lots without any wait.,feedback,surprised 3.1 star time writing. came twice - takeaway dine in. lady friendly. scan code work well us. food also decent. interior contemporary. parking space really depends time go. far found lot without wait.,feedback,0.96,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,Xueting Kimberlyn,"Very bad experience for keep repeating my Remark written on the order slip. Keep repeating to them that I cannot have egg as I have allergies for eggs when we have already written on the order slip. Yet they keep bringing the same plate of noodle with egg and with even more egg fry into the noodle. When approach the chef, give attitude and question me if I written on the paper. So after that the waitress went to check and verify it was written. They seems to have some small argument then the chef started to procrastinate to cook the noodle. Then when the noodle is served, it's also served with a black face waitress who show how unhappy she is when she's the one who indicates wrongly to the kitchen. No apology from any of them when we didn't do anything wrong",feedback,bad experience keep repeating remark written order slip. keep repeating cannot egg allergy egg already written order slip. yet keep bringing plate noodle egg even egg fry noodle. approach chef give attitude question written paper. waitress went check verify written. seems small argument chef started procrastinate cook noodle. noodle served also served black face waitress show unhappy one indicates wrongly kitchen. no apology anything wrong,feedback,0.93,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,1.0,MEERA MOHIDEEN,"Bad experience! Worst customer service!
When down to order food ( prata)  n told the cashier that pls donâ€™t give fish curry as allergic and ask to pack dalcha where the cashier acknowledged, after 15 mins my food was ready and before collect I double confirm on the curry as well which staff also confirm that itâ€™s dalcha.

Came house and check it was 2 packet of fish curry! Call them to inform the staff just say SORRY!

What kind of service you providing ? We not getting food for free! We paying for our food!

Hope everyone please check and double confirm your order when taking away!",rant,bad experience worst customer service order food prata n told cashier pls give fish curry allergic ask pack dalcha cashier acknowledged 15 min food ready collect double confirm curry well staff also confirm dalcha. came house check 2 packet fish curry call inform staff say sorry kind service providing not getting food free paying food hope everyone please check double confirm order taking away,feedback,0.99,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,5.0,Topaz111,"Restaurant is clean, courteous staff. Food is nice too.",feedback,restaurant clean courteous staff. food nice too.,feedback,0.88,feedback,0,1,0,0
Srisun Express - Hougang Ave 8,4.0,Joanna Chia,"Probably the cleanest and hippest Indian restaurant that I have seen in SG. Maggie goreng is good as I can taste the spiciness that I donâ€™t taste it at other places. The coin prata was my love the 1st time I came here but the 2nd time I came, I couldnâ€™t taste any butter. Was disappointed with the inconsistency but I will update should they improve the next time round.",feedback,probably cleanest hippest indian restaurant seen sg. maggie goreng good taste spiciness taste places. coin prata love 1st time came 2nd time came taste butter. disappointed inconsistency update improve next time round.,feedback,0.91,feedback,0,1,0,0
Hotel Calmo Bugis,1.0,Tran Tran,"The room was very dirty and unclean when we first came in. All the pillows and the beddings were worn out, smelly, stinky. The room was dusty. They did change the beddings upon our request but it was still smelly and itchy due to being worn out. They did not clean the room, take out garbage or provide toilet paper during our 2 nights. The 3rd bed was also just a sofa, not a bed.

Don't trust the 5 star ratings, this hotel paid for it. We will not stay here again or recommend it for anyone. Truly disappointed for such a hotel in Singapore.",feedback,room dirty unclean first came in. pillow bedding worn smelly stinky. room dusty. change bedding upon request still smelly itchy due worn out. not clean room take garbage provide toilet paper 2 nights. 3rd bed also sofa not bed. trust 5 star rating hotel paid it. not stay recommend anyone. truly disappointed hotel singapore.,feedback,0.99,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"During my recent stay at this hotel, I was disappointed by the overall experience. One of the major issues was the persistent unpleasant odor coming from the toilet. It was quite off-putting and made it difficult to feel comfortable using the bathroom facilities. Despite attempts to address the issue with the hotel staff, the problem persisted throughout my stay, negatively impacting the overall ambiance of the room.Another significant drawback of this hotel was its proximity to a noisy bar. The loud music and rowdy patrons late into the night created a constant disturbance, making it challenging to get a good night's sleep. On top of that, the thin walls offered little sound insulation, and I could clearly hear a baby crying from the neighboring room. This added to the noise disruptions and further affected the quality of my stay. Overall, the combination of the smelly toilet and the noise disturbances from the adjacent bar and neighboring room made my experience at this hotel far from satisfactory.",feedback,recent stay hotel disappointed overall experience. one major issue persistent unpleasant odor coming toilet. quite off-putting made difficult feel comfortable using bathroom facilities. despite attempt address issue hotel staff problem persisted throughout stay negatively impacting overall ambiance room.another significant drawback hotel proximity noisy bar. loud music rowdy patron late night created constant disturbance making challenging get good night sleep. top thin wall offered little sound insulation could clearly hear baby cry neighboring room. added noise disruption affected quality stay. overall combination smelly toilet noise disturbance adjacent bar neighboring room made experience hotel far satisfactory.,feedback,0.95,feedback,0,1,0,0
Hotel Calmo Bugis,1.0,Simon Lilly,"Avoid avoid avoidâ€¦.

I would not recommend you even think of booking this place. The pictures on the website do look good,  but when we arrived, the experience was something else

The room is not big at all, way too small for 4 people - and was really noisy - the windows didnâ€™t shut properly, they let lots of street noise in.

The room was Hot and took an hour to cool down. Very unpleasant.

The bed was hard and the pillows not comfortable at all.

There was no hot water from the shower in the morning.

Avoid.",feedback,avoid avoid avoid . would not recommend even think booking place. picture website look good arrived experience something else room not big way small 4 people - really noisy - window shut properly let lot street noise in. room hot took hour cool down. unpleasant. bed hard pillow not comfortable all. no hot water shower morning. avoid.,feedback,0.95,feedback,0,1,0,0
Hotel Calmo Bugis,5.0,Marc Ivan Lanuza,"The hotel was very easy to find.

If youâ€™re coming from Changi, just take the Green Line to Bugis station.

Remember to take Exit D. Although you can take Exit A near Bugis Junction, but thats a 10minute walk. Taking Exit D is only 3 minutes.

Check-in was fast and easy. Just remember to get SGD first since thereâ€™s a 100$ deposit. Theyâ€™ll give you a receipt. Keep it so you can get the deposit back.

Evevator was a bit confusing. Just make sure to tap your access card before pressing the floor, and not the other way around.

When we entered the room, it was spacious. Industrial design. Can easily lay 3 open luggages. Theres also a water heater, iron, hairblower, and iron rack, TV, mini fridge, and AC unit.

In the shower, there was hot and cold water for both the shower and sink.

TAKE NOTE, THEREâ€™S A BIDET! â€” not all hotel in SG have a Bidet. Only a handful actually. And Hotel Calmo Bugis is one of them.

The alley adjacent to the hotel are all food stalls so no need to worry about food. Theres also a convenience store at the other end. Bugis junction and Alberts Hawker are just a few minutes away if you want to save on money for food, or buy souvenirs.

Location overall was great since most places you need to visit in SG are either in the blue or green line, and Bugis intersects both of them.",feedback,hotel easy find. coming changi take green line bugis station. remember take exit d. although take exit near bugis junction thats 10minute walk. taking exit 3 minutes. check-in fast easy. remember get sgd first since 100 deposit. give receipt. keep get deposit back. evevator bit confusing. make sure tap access card pressing floor not way around. entered room spacious. industrial design. easily lay 3 open luggages. there also water heater iron hairblower iron rack tv mini fridge ac unit. shower hot cold water shower sink. take note bidet not hotel sg bidet. handful actually. hotel calmo bugis one them. alley adjacent hotel food stall no need worry food. there also convenience store end. bugis junction albert hawker minute away want save money food buy souvenirs. location overall great since place need visit sg either blue green line bugis intersects them.,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,5.0,Wen Teng Ho,"I was travelling for business and my stay at Calmo Bugis was wonderful. It was an easy check-in and check-out process. The room is clean, tidy, comfortable and well designed, with ample space for my family. The location is superb and unbeatable as it is just next to Bugis subway interchange. Overall a great stay at an affordable price point.",feedback,travelling business stay calmo bugis wonderful. easy check-in check-out process. room clean tidy comfortable well designed ample space family. location superb unbeatable next bugis subway interchange. overall great stay affordable price point.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The hotel is very conveniently located near attractions, shops, restaurants, and supermarkets. It is also close to metro and bus stations, making it easy to reach far-off places. The hotel services are excellent, and the receptionists are very helpful and friendly.",feedback,hotel conveniently located near attraction shop restaurant supermarkets. also close metro bus station making easy reach far-off places. hotel service excellent receptionist helpful friendly.,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,1.0,Intan Pratiwi,"very bad hotel. cleaning service bad attitude. receptionist not friendly at all. smelly room. the sheets were not replaced. no telephone room, so you have to go lobby to clean your room. cleaning service cleaning furiously. not polite at all. no smile. put things on top of mine. no soap. they didnt check room before. very bad. better sleep in the airport.",feedback,bad hotel. cleaning service bad attitude. receptionist not friendly all. smelly room. sheet not replaced. no telephone room go lobby clean room. cleaning service cleaning furiously. not polite all. no smile. put thing top mine. no soap. didnt check room before. bad. better sleep airport.,feedback,0.83,feedback,0,1,0,0
Hotel Calmo Bugis,1.0,Selina,"Great location. Nearby bus stops, a few minutes away from Bugis station, and there are an array of restaurants located near the hotel.

The room was okay, but it was nothing to write home about. All in all I definitely would have recommended this accomodation to others if not for the fact that the service was truly awful. There was no one manning the counter the first time we checked in and we had to wait for 15 minutes for the person to arrive. The second time we went down to complain about a bidet leak, there was no one on the counter yet again. Our complaint was received a few minutes after but when we got back to our room, the bidet was still leaking.",feedback,great location. nearby bus stop minute away bugis station array restaurant located near hotel. room okay nothing write home about. definitely would recommended accomodation others not fact service truly awful. no one manning counter first time checked wait 15 minute person arrive. second time went complain bidet leak no one counter yet again. complaint received minute got back room bidet still leaking.,feedback,0.99,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,This hotel is very safe and comfortable. The location is great. Food Street is just below the hotel. Loved our stay. Staff are very friendly and accommodating.,feedback,hotel safe comfortable. location great. food street hotel. loved stay. staff friendly accommodating.,feedback,1.0,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,Good location closer to metro station but not so clean.. Rooms are small with small window.( our reservation with 3 rooms located on 6-th floor) Easy check in and check out. Friendly staff.,feedback,good location closer metro station not clean.. room small small window. reservation 3 room located 6-th floor easy check check out. friendly staff.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,5.0,Mark Vandenhoff,"Great hotel for a stop over in Singapore! Cheap Rate.. which was the half price than any other hotel for the same night! Rooms are clean and tidy. Aircon works well, and rooms were cold to avoid the humidity! Bath rooms are newish and spacious.
Great Location in city for food and entertainment.
We stopped for the night only, and went for a very late night dinner just down from the hotel.. great spot.

Mark Vandenhoff
26/7/23-27/7/23
55695448",feedback,great hotel stop singapore cheap rate.. half price hotel night room clean tidy. aircon work well room cold avoid humidity bath room newish spacious. great location city food entertainment. stopped night went late night dinner hotel.. great spot. mark vandenhoff 26/7/23-27/7/23 55695448,feedback,1.0,feedback,0,1,0,0
