title,stars,name,text,label,processed_text,predicted_label,prediction_confidence,Advertisement_Flag,Irrelevant_Content_Flag,Rant_Flag,Clean_Review_Flag,Irrelevant_Flag,Feedback_Flag
Kazokutei,3.0,Kevin KW,"We chose this restro for dinner because the Korean fried chicken place opposite had long queues, so we decided to give this a try.
There are some food props outside which shows dishes in very good shape.
However when it came it turns out quite different, i ordered the cheese Katsu udon set meal that came with takoyaki.
When it came the bowl was super huge but there wasnâ€™t that much inside, even with the sides it wasnâ€™t too filling.
We ended up having another dinner/dessert elsewhere afterwards.",feedback,chose restro dinner korean fried chicken place opposite long queue decided give try. food prop outside show dish good shape. however came turn quite different ordered cheese katsu udon set meal came takoyaki. came bowl super huge much inside even side filling. ended another dinner/dessert elsewhere afterwards.,feedback,0.99,0,0,0,1,0,1
Kazokutei,4.0,Ojisan â€œHiroshiâ€,"Itâ€™s been awhile since I came back here. Noticed that they changed their menu.

I loved their Red miso Tan Tan Udon. The tempura maki goes very well with it.

Their Hoji tea taste and smell like hot water. Very understaffed but everything still works out well.",feedback,awhile since came back here. noticed changed menu. loved red miso tan tan udon. tempura maki go well it. hoji tea taste smell like hot water. understaffed everything still work well.,feedback,0.96,0,0,0,1,0,1
Kazokutei,2.0,Aden Low,"Very very different from what you see on the picture and display.. I think foodcourt ""Japanese"" food probably fares better. The ""taste"".. I think I would prefer instant noodles.

Staff service was polite though.

But the misrepresentation is simply too huge to ignore.",feedback,different see picture display.. think foodcourt japanese food probably fare better. taste .. think would prefer instant noodles. staff service polite though. misrepresentation simply huge ignore.,feedback,1.0,0,0,0,1,0,1
Kazokutei,5.0,Ebenezer Heng,"A must-have whenever we visit Bugis Junction- Chicken Wappa Gozen with mixed  tempura and Pork Kimuchi Rice set meal. Both at a reasonable pricing of $14.90 each. A very neat portion and just right to fill your tummies. Not too heavy. Spacious dining place and to add on, waiters/waitresses are friendly.",feedback,must-have whenever visit bugis junction- chicken wappa gozen mixed tempura pork kimuchi rice set meal. reasonable pricing 14.90 each. neat portion right fill tummies. not heavy. spacious dining place add waiters/waitresses friendly.,feedback,0.98,0,0,0,1,0,1
Kazokutei,5.0,Isabella Tan,Delicious handmade udon with curry. Definitely worth a try. Service was alright & ambience was nice. Great to sit at the balcony area so u can eat & people-watch.,feedback,delicious handmade udon curry. definitely worth try. service alright ambience nice. great sit balcony area u eat people-watch.,feedback,1.0,0,0,0,1,0,1
Kazokutei,4.0,Mojo JoJo,"Love their Red Miso Cheese Cutlet Nabeyaki Udon. Every slup of the Smooth Miso soup and udon was so satisfying. Just wish the portion is bigger as I drank up the whole bowl of goodness in no time and it was not enough! Minus one stars as the rest of the dishes was so so only. Especially the sides was kind of disappointed. Both our main course comes with thick cuts of pork Cutlet. Fries was kind of bland and dried for the pork Cutlet omu rice. Overall, just go try their Miso udon!",feedback,love red miso cheese cutlet nabeyaki udon. every slup smooth miso soup udon satisfying. wish portion bigger drank whole bowl goodness no time not enough minus one star rest dish only. especially side kind disappointed. main course come thick cut pork cutlet. fry kind bland dried pork cutlet omu rice. overall go try miso udon,feedback,0.98,0,0,0,1,0,1
Kazokutei,5.0,Backyard Xplorer,No queue during lunch time but that doesnt mean the food isnt good. In fact i find their salmon wappa pork set very nice. Prices are reasonable. Service staff attentive enough to make eating here pleasant,feedback,no queue lunch time doesnt mean food isnt good. fact find salmon wappa pork set nice. price reasonable. service staff attentive enough make eating pleasant,feedback,1.0,0,0,0,1,0,1
Kazokutei,3.0,Vivien Teng,"Food is so-so, consider it a restaurant would have something more special. More of regular udon, salad was normal.",feedback,food so-so consider restaurant would something special. regular udon salad normal.,feedback,1.0,0,0,0,1,0,1
Kazokutei,3.0,Yang,"Pork Sukiyaki Nabeyaki Udon($12.90) with Set($16.90) which include a side dish.
Chewy slupy udon in Sukiyaki broth but the broth has more saltiness than the sweetness in it.â˜¹ï¸ Accompanied by carrot slice, shiitake mushroom, tofu, enoki mushroom, cabbage and an onsen egg. Mehhh......
.
Fried Chicken(3 pcs/$4.90)(5 pcs/$6.90)
Juicy crispy chicken. Always a great snack.
.
Red Miso Cheese Cutlet Nabeyaki Udon($12.90) with Set($16.90) which include a side dish.
Umami rich soup base. Better than Sukiyaki. Pork cutlet is fine with a slab of cheese on top. Garnished with Cabbage and spring onion.
.
Maki Tempura($4.90)
Normal sushi with tempura topping and mentaiko sauce, sprinkle with spring onion.
.
Zaru Udon + Soba Mix($8.90) with Set($12.90) which include a side dish.
For those who want a clean simple meal.â˜ºï¸",feedback,pork sukiyaki nabeyaki udon 12.90 set 16.90 include side dish. chewy slupy udon sukiyaki broth broth saltiness sweetness it. accompanied carrot slice shiitake mushroom tofu enoki mushroom cabbage onsen egg. mehhh...... . fried chicken 3 pcs/ 4.90 5 pcs/ 6.90 juicy crispy chicken. always great snack. . red miso cheese cutlet nabeyaki udon 12.90 set 16.90 include side dish. umami rich soup base. better sukiyaki. pork cutlet fine slab cheese top. garnished cabbage spring onion. . maki tempura 4.90 normal sushi tempura topping mentaiko sauce sprinkle spring onion. . zaru udon soba mix 8.90 set 12.90 include side dish. want clean simple meal.,feedback,0.97,0,0,0,1,0,1
Kazokutei,3.0,Michelle Chua,"Visited on Sunday afternoon around 3pm+. Pork Toji & Nabeyaki udon was so-so. Omu rice could have been better with stronger tomato flavor. Probably wonâ€™t visit again.

Witnessed one of the female staff was only able to converse in Chinese even though one group of customers continuously tried to speak to her in English. The other female stuff was using her phone most of the time even though there are customersâ€¦ Not sure about the work culture here to comment further.",feedback,visited sunday afternoon around 3pm . pork toji nabeyaki udon so-so. omu rice could better stronger tomato flavor. probably visit again. witnessed one female staff able converse chinese even though one group customer continuously tried speak english. female stuff using phone time even though customer not sure work culture comment further.,feedback,0.96,0,0,0,1,0,1
Kazokutei,4.0,Gohht 13,"Simple and nice udon set. Think they can improve on their presentation and increase their manpower, given the weekend crowd.",feedback,simple nice udon set. think improve presentation increase manpower given weekend crowd.,feedback,0.97,0,0,0,1,0,1
Kazokutei,3.0,Louise,There was a short queue for dinner on a weekday. Ordering of food was done on their tablet. You can choose ala carte or a set meal that includes a drink or a side. the menu mainly consists of udon. The udon was ok but the soup was salty.,feedback,short queue dinner weekday. ordering food done tablet. choose ala carte set meal includes drink side. menu mainly consists udon. udon ok soup salty.,feedback,0.99,0,0,0,1,0,1
Kazokutei,4.0,Ems Huang,"Honestly, it's pretty decent and seats are readily available during lunch as compared to nearby restaurants.

Springy udon with a good chewy texture. Pork cutlet was crispy. Not super tender but not tough either.

Total price was $15ish after gst and service charge.",feedback,honestly pretty decent seat readily available lunch compared nearby restaurants. springy udon good chewy texture. pork cutlet crispy. not super tender not tough either. total price 15ish gst service charge.,feedback,0.99,0,0,0,1,0,1
Kazokutei,3.0,Willdy Cheng,"I went there because it was the only restaurant that has a table for during the super crowded dinner time. My pork udon was actually quite nice, but my friends said that their dishes were meh and had nothing special.",feedback,went restaurant table super crowded dinner time. pork udon actually quite nice friend said dish meh nothing special.,feedback,0.97,0,0,0,1,0,1
Kazokutei,2.0,priscilla jampathong,"Food was alright, average at most. Soup was quite little for the size of the pot. Ordered at 7:29pm and only got our food after 8pm. Would not return.",feedback,food alright average most. soup quite little size pot. ordered 7:29pm got food 8pm. would not return.,feedback,1.0,0,0,0,1,0,1
Kazokutei,4.0,J Y,"I seldom walk into shopping mall outlet restaurants. So happen to have udon cravings and so randomly walked. I thought i will be served the usual mass market lunch..but surprisingly, i am quite delighted with the food *except the food takes awhile to serve* pretty decent food for its price. And i guess they make their own udon? Sorry forgotten to picture the $2 added tempura..which is oh so worth it",feedback,seldom walk shopping mall outlet restaurants. happen udon craving randomly walked. thought served usual mass market lunch..but surprisingly quite delighted food except food take awhile serve pretty decent food price. guess make udon sorry forgotten picture 2 added tempura..which oh worth,feedback,0.97,0,0,0,1,0,1
Kazokutei,1.0,Silly Plump,"TLDR: Decided to give this outlet a chance given the mixed reviews. Thoroughly regretted my choice. Food for ants, with restaurant prices to match.

Paid $19 for my set meal, sat in hunger for 30 minutes amidst an average crowd, only to be served with this miserable portion of tomyam udon they call a meal. Literally finished this serving of udon within 3 mouthfuls. A staff even assured me that this was the normal portion served to customers.

Will never come back here again and I highly recommend you to avoid this like place... Unless you're really hungry AND you're willing to pay $20 to stay hungry.

Plus point? I guess that food is edible and staff are polite.",feedback,tldr: decided give outlet chance given mixed reviews. thoroughly regretted choice. food ant restaurant price match. paid 19 set meal sat hunger 30 minute amidst average crowd served miserable portion tomyam udon call meal. literally finished serving udon within 3 mouthfuls. staff even assured normal portion served customers. never come back highly recommend avoid like place... unless really hungry willing pay 20 stay hungry. plus point guess food edible staff polite.,feedback,0.96,0,0,0,1,0,1
Kazokutei,1.0,Sam Lee,One of the worst things I've ever eaten. Their omurice is not fit to be named omurice - it's just overdone eggs on lukewarm rice that they seem to have randomly mashed up with ketchup and some gravy and that was pretty disgusting. Didn't even finish half of my pretty pricey for portion $7.90++ mini omurice. Disappointing.,feedback,one worst thing ever eaten. omurice not fit named omurice - overdone egg lukewarm rice seem randomly mashed ketchup gravy pretty disgusting. even finish half pretty pricey portion 7.90 mini omurice. disappointing.,feedback,0.86,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,2.0,RS,"One piece of onion prata and one ginger tea = $4.70, seems somewhat pricy",feedback,one piece onion prata one ginger tea 4.70 seems somewhat pricy,feedback,0.95,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,1.0,Tanusha Balan,"i ordered from grab food. the shop stapled 2 different order receipts to another personâ€™s order. the grab driver saw my order receipt on the plastic and delivered it to me. when the shop fella called me he told me nothing can be done about it. he asked me to come and take my order myself or eat what has been delivered to me. and he hung up on me as well, so rude! never order from srisun!",feedback,ordered grab food. shop stapled 2 different order receipt another person order. grab driver saw order receipt plastic delivered me. shop fella called told nothing done it. asked come take order eat delivered me. hung well rude never order srisun,feedback,0.99,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,5.0,Tennyson koh,"Very chill place that opens 24/7
Can be abit hot inside the stall",feedback,chill place open 24/7 abit hot inside stall,feedback,0.9,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,1.0,Fabian Bong,"Went in for afternoon tea today and prior to this, I've only been to this outlet once, and the experience then was already pretty bad. We went in as a group of 3 and after ordering, I went to use the toilet, but was refused by a lady standing at the entrance of the washroom, cutting garlic. She declared that the toilets are for staff and riders only. I said that I am a customer here, to which she replied, ""No, no, no, not allowed."" As she was brandishing a knife, I didn't argue with her and went back to my table and told my friends what happened. So my friends said, ""Screw this joint then, let's go elsewhere."" We left and made a note to never go back again. Service is disgusting, they act like you owe them.",rant,went afternoon tea today prior outlet experience already pretty bad. went group 3 ordering went use toilet refused lady standing entrance washroom cutting garlic. declared toilet staff rider only. said customer replied no no no not allowed. brandishing knife argue went back table told friend happened. friend said screw joint let go elsewhere. left made note never go back again. service disgusting act like owe them.,rant,0.69,0,0,1,0,0,0
Srisun Express - Hougang Ave 8,1.0,Kien Tah Goh,"No system
TAKE FOREVER TO SERVE THE FOOD.
Even we asked to check then still need to wait long.
Furthermore, despite long waiting time, food is served cold and chicken is not cooked thoroughly (then why did I wait for that long?)
Then approached ppl to help cancel the food and asked for refund (due to long wait) and just ignore the request.
With such service, attitude, and food quality and also pricing (not cheap at all the food, in fact a bit expensive)
I WOULD NOT GO TO THE SHOP AGAIN",feedback,no system take forever serve food. even asked check still need wait long. furthermore despite long waiting time food served cold chicken not cooked thoroughly wait long approached ppl help cancel food asked refund due long wait ignore request. service attitude food quality also pricing not cheap food fact bit expensive would not go shop,feedback,0.92,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,1.0,Chinsiong Lee,"To the management. Was there to pick up a grab food order. Upon arrival I asked staff at counter if food was rdy another guy said 5min. So I sat there waiting, but after 15min I still noticed that they didn't even start preparing as they were cleaning the kitchen. So I asked counter staff about order and he say "" hello, you only a rider if can wait you wait cannot wait then you cancel "". IS THAT THE WAY HOW WE RIDERS ARE TO BE TREATED???!!!",rant,management. pick grab food order. upon arrival asked staff counter food rdy another guy said 5min. sat waiting 15min still noticed even start preparing cleaning kitchen. asked counter staff order say hello rider wait wait cannot wait cancel . way rider treated,rant,0.64,0,0,1,0,0,0
Srisun Express - Hougang Ave 8,1.0,Gerry,"1st and last time to visit this place.

I'm not sure about the food, because mine never came.
The drink is ok, slightly on the sweeter side.

Arrived and was given the menu quite promptly, but heck, a delusion of ""good service""
It's more like pressing you to order something which, might not come.

Ordered some pratas through a male staff around 11.30 am.

30 mins later, I called him over to checked the status of my order, to which he seemed confused. He repeated my order, and I saw him walking over to another female staff gesturing towards me.

Another 30 mins passed, and my food is still not served, I called the staff over again to check on my order to which he told me ""coming soon"" while going over to inform the kitchen.

Well, another 45 mins went by and my food shows no signs of arriving.

I paid for my drink and left. Never gonna be back again.

Conclusion:
Regardless of peak or non-peak, their service standard is the same.
Price wise, definitely not worth it considering you will be paying for Service that is rather non-existent.",feedback,1st last time visit place. not sure food mine never came. drink ok slightly sweeter side. arrived given menu quite promptly heck delusion good service like pressing order something might not come. ordered pratas male staff around 11.30 am. 30 min later called checked status order seemed confused. repeated order saw walking another female staff gesturing towards me. another 30 min passed food still not served called staff check order told coming soon going inform kitchen. well another 45 min went food show no sign arriving. paid drink left. never gonna back again. conclusion: regardless peak non-peak service standard same. price wise definitely not worth considering paying service rather non-existent.,feedback,0.99,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,5.0,amethyst x,"i understand that this outlet is recently opened and when there's a new outlet, things tend to get a little messy. there was a little incident that happened this evening while i was waiting for my takeaway order, another patron accidentally took portions of my order away and left. when i approached the staff for help, i was really surprised by how approachable and patient the staff was (didnt ask for her name but she is a short and plump lady) she took the effort to check the order on her side and actually remembered to get back to me (i am pleasantly surprised by her responsiveness and how communicative she was). it's not just her who has good service, my family members also agreed that all the staff seemed to be super friendly, polite and helpful. these days its really hard to find such decent customer service and all these really adds on to the positive experience i have at this new outlet. the food is yummy and the price is very reasonable. my family and i enjoyed our dinner experience over here and i'd definitely come back for the great food and friendly staff.",feedback,understand outlet recently opened new outlet thing tend get little messy. little incident happened evening waiting takeaway order another patron accidentally took portion order away left. approached staff help really surprised approachable patient staff didnt ask name short plump lady took effort check order side actually remembered get back pleasantly surprised responsiveness communicative . not good service family member also agreed staff seemed super friendly polite helpful. day really hard find decent customer service really add positive experience new outlet. food yummy price reasonable. family enjoyed dinner experience definitely come back great food friendly staff.,feedback,0.99,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,1.0,mik sin,"Very worst service, I encountered the order out of stock and I already make payment online. The staff advised me to change the order and will refund me the difference. Once I finished the meal I ask about the refund then she said better to get a drink instead of refund due to online payment difficult to cash refund. I had waited for 30mins for my sugar cane drinks. Until I went to the counter and check, they havenâ€™t make my drinks. I was very angry on the spot and the staff turn the story said can refund by cash, I didnâ€™t accept it and leave the Shop. Very bad experience. The staff attitude like what they are selling â€œprataâ€",feedback,worst service encountered order stock already make payment online. staff advised change order refund difference. finished meal ask refund said better get drink instead refund due online payment difficult cash refund. waited 30mins sugar cane drinks. went counter check make drinks. angry spot staff turn story said refund cash accept leave shop. bad experience. staff attitude like selling prata,feedback,0.89,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,5.0,Ruth Selvarani,"Good experience dinning here, the staff are fast, efficient and they are very hardworking.the food was served fast on a non busy day.i would like to appreciate nita, she has gone extra miles to serve customers, when the shop opened she patiently  taught each diner how to use  the app.even though the app was horrendous and still is.nita serves with a smile and has passion in this job.
She's a good and hard worker and deserves a promotion.",feedback,good experience dinning staff fast efficient hardworking.the food served fast non busy day.i would like appreciate nita gone extra mile serve customer shop opened patiently taught diner use app.even though app horrendous still is.nita serf smile passion job. good hard worker deserves promotion.,feedback,0.99,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,1.0,Umamageshwary V Sukumaran,"I went there for lunch and I regretted it. First their ordering system is via qr code scanning. That's fine but the system was really slow. Plus the payment option it auto captured pay by cash. So I was assuming we will pay once we finished eating, hence we were waiting for food but after so long, the waiter came and told us we had to pay 1st, fine n we paid. We had to wait so long for the food to arrive. Best part naan came plain, no curry. They just put and went. We had to call n ask. They said naan don't come with curry. OK fine as well and we asked them where are the ala carte we ordered, again it was checking here and there. Finally it came. $7 mutton was just half of my palm size. The place is over price and over hyped. The chicken rice soup was full of msg. It was so salty, my kid struggled to eat. Lesson learned, never going there again. The serangoon outlet food is wayyyy better.",feedback,went lunch regretted it. first ordering system via qr code scanning. fine system really slow. plus payment option auto captured pay cash. assuming pay finished eating hence waiting food long waiter came told u pay 1st fine n paid. wait long food arrive. best part naan came plain no curry. put went. call n ask. said naan come curry. ok fine well asked ala carte ordered checking there. finally came. 7 mutton half palm size. place price hyped. chicken rice soup full msg. salty kid struggled eat. lesson learned never going again. serangoon outlet food wayyyy better.,feedback,0.98,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,1.0,MeiYin Chew,"The foods are served very slow. What upset me is the Indian lady who serve foods keep touching my baby. After I told her cannot touch (which obviously ) she show attitudes all the way,pui",feedback,food served slow. upset indian lady serve food keep touching baby. told cannot touch obviously show attitude way pui,feedback,0.97,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,1.0,Sunny T,"Service is terrible, qr code on table doesnâ€™t work, food menu different from actually menu and no mention that the website doesnâ€™t work. Bad service by staff which is a complete let down. Food is decent and good however wonâ€™t recommend to my network",feedback,service terrible qr code table work food menu different actually menu no mention website work. bad service staff complete let down. food decent good however recommend network,feedback,0.99,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,3.0,Mousey Yeoh,"Needed to scan QR code to go to an app to order. Whoever released an unrefined app to be used for ordering should be excuted, the app was buggy and not very user friendly. After ordering through the app you have to make payment at the counter. Waited around 20 minutes before i asked about my order and one of the staff said it was not ready yet. Waited another 10 minutes to ask another staff and still it was not ready. Another 5 minutes in the 2nd  staff asked for my receipt to check on it. That is when i saw my order being prepared. Took another 10 minutes for the food to arrive. Food pricing was above average too. But at least the food was decent.",feedback,needed scan qr code go app order. whoever released unrefined app used ordering excuted app buggy not user friendly. ordering app make payment counter. waited around 20 minute asked order one staff said not ready yet. waited another 10 minute ask another staff still not ready. another 5 minute 2nd staff asked receipt check it. saw order prepared. took another 10 minute food arrive. food pricing average too. least food decent.,feedback,0.99,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,1.0,tan mary,Bad prata. The plain prata is the worst. CMI. Egg onion is bad too.,feedback,bad prata. plain prata worst. cmi. egg onion bad too.,feedback,0.88,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,2.0,Ahchit Lee,The service okay lah but the food was terrible . I ordered the bomb prata and it was a bit too thick for my likings and it didnâ€™t taste that good. Moreover the price for 1 prata was 5 flipping bucks and the food sucks,feedback,service okay lah food terrible . ordered bomb prata bit thick liking taste good. moreover price 1 prata 5 flipping buck food suck,feedback,1.0,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,2.0,Louis,"Saw that an outlet recently opened and decided to give it a try. Whilst the shop was done up pretty well as compared to the average prata shop, the same cannot be said for the food. Ordered egg prata, prata kosong and teh tarik and sad to say, it was extremely mediocre. The QR code ordering system is not user-friendly and consistently lagged while I was ordering.

Do yourself a favor and walk to Al Falah (towards McD direction) to satisfy your prata cravings at a cheaper price and happier stomach",feedback,saw outlet recently opened decided give try. whilst shop done pretty well compared average prata shop cannot said food. ordered egg prata prata kosong teh tarik sad say extremely mediocre. qr code ordering system not user-friendly consistently lagged ordering. favor walk al falah towards mcd direction satisfy prata craving cheaper price happier stomach,feedback,0.93,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,5.0,Naalishya Yokeswaren,"Ordered bulk foods from srisun for my Diwali party. All guests enjoyed it, and the food given was fantastic!!! Food portion was more than enough too! For my next few parties, will definitely order my go-to srisun  special thanks to Nitha for her very good and helpful customer service!!",feedback,ordered bulk food srisun diwali party. guest enjoyed food given fantastic food portion enough next party definitely order go-to srisun special thanks nitha good helpful customer service,feedback,0.98,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,5.0,B P,"Neeta is very warm, friendly and welcoming to all. And I have to say the cook in charge of frying noodles is skillful. His beehoon putih is my favourite.   The shop is also very clean at all times.",feedback,neeta warm friendly welcoming all. say cook charge frying noodle skillful. beehoon putih favourite. shop also clean times.,feedback,0.95,0,0,0,1,0,1
Srisun Express - Hougang Ave 8,2.0,ACE Soccer,"Price was abit on the high side .
ordered 3 Naan and keema..The Keema quantity was so small that it good for 1 naan .
Atmosphere wise,some idiots were vaping though there was a no smoking sign.
Staffs did not do anything at all..
Didnt know vaping was legal here..
haizzzz",feedback,price abit high side . ordered 3 naan keema..the keema quantity small good 1 naan . atmosphere wise idiot vaping though no smoking sign. staff not anything all.. didnt know vaping legal here.. haizzzz,feedback,1.0,0,0,0,1,0,1
Kazokutei,3.0,Andrew Chwee,"The service is swift, but the menu is slightly complicated. Hard the pork kimchi udon, and it is alright, nothing much to shout about. It came in a big bowl, and we were shocked, but itâ€™s not a lot for one person.",feedback,service swift menu slightly complicated. hard pork kimchi udon alright nothing much shout about. came big bowl shocked not lot one person.,feedback,0.99,0,0,0,1,0,1
Kazokutei,2.0,Say Kiat Tan,"Chicken omu rice is $11.90.

Pork omu rice is $12.90.

Combo (chicken and pork) omu rice is $13.90.

So you would expect combo to be chicken omu rice and then add some pieces of pork or vice versaâ€¦ (refer to photo).

Wait until you see the waiter serving another table their chicken-only or pork-only omu rice! The portion is much much more than what you get with the more expensive combo!

So skip combo if you have the same logical mind like mine!

Disgusted so todayâ€™s visit will be my last there.",rant,chicken omu rice 11.90. pork omu rice 12.90. combo chicken pork omu rice 13.90. would expect combo chicken omu rice add piece pork vice versa refer photo . wait see waiter serving another table chicken-only pork-only omu rice portion much much get expensive combo skip combo logical mind like mine disgusted today visit last there.,rant,0.66,0,0,1,0,0,0
Kazokutei,1.0,Zack Tan,"Food was so-so. But given the price you pay for it, I can close an eye.

Service and hygiene leaves a tremendous lot to be desired though. Throughout my meal, there was a huge bug flying around and the waiters did not notice it. Fair enough, given that they don't walk around the restaurant much as orders are made via iPads chained to the tables and all they do is bring food to you.

I alerted a waitress to the insect who looked at it, smiled, then walked away without even giving an apology, let alone attempt to get rid of the pest.

My order was the promotional Mentaiko cream udon with California Maki. The mentaiko was bland and the egg served with the udon (which wasn't even the typical runny type normally served with ramen/udon) was cold and unappetizing. Maki was just average. All this set me back by $15.90.

There are at least 2 other Japanese eateries including the restaurant chain Sakae Sushi nearby, if you crave the cuisine. This place is not worthwhile; give your business elsewhere.",feedback,food so-so. given price pay close eye. service hygiene leaf tremendous lot desired though. throughout meal huge bug flying around waiter not notice it. fair enough given walk around restaurant much order made via ipads chained table bring food you. alerted waitress insect looked smiled walked away without even giving apology let alone attempt get rid pest. order promotional mentaiko cream udon california maki. mentaiko bland egg served udon even typical runny type normally served ramen/udon cold unappetizing. maki average. set back 15.90. least 2 japanese eatery including restaurant chain sakae sushi nearby crave cuisine. place not worthwhile give business elsewhere.,feedback,0.9,0,0,0,1,0,1
Kazokutei,4.0,Ikustas Yat,Pretty different from the one in Japan. The food is ok and agree with some reviews its slighlty on the salty side. I gave an extra star coz the service is good.,feedback,pretty different one japan. food ok agree review slighlty salty side. gave extra star coz service good.,feedback,1.0,0,0,0,1,0,1
Kazokutei,2.0,Mj Go,The food quality really needs to improve. It's really not that good as it looks. The meat is not fresh it tasted like they just reheat the dishes.,feedback,food quality really need improve. really not good looks. meat not fresh tasted like reheat dishes.,feedback,0.98,0,0,0,1,0,1
Kazokutei,5.0,Din Neo,Excellent taste of Japanese food. Love the ambience. Staffs are friendly and helpful.,feedback,excellent taste japanese food. love ambience. staff friendly helpful.,feedback,0.99,0,0,0,1,0,1
Kazokutei,2.0,dp,"Portions were tiny. The menu showed the omurice swimming in half a plate of sauce but the actual thing barely had a any sauce on it. The seafood tomyum udon had some small prawns in it, but a grand total of ONE clam SHELL. Without even any clam in it. And the tempura maki looked so sus we didn't even take a photo of it. It's sustenance for a hungry human, but nothing more.",feedback,portion tiny. menu showed omurice swimming half plate sauce actual thing barely sauce it. seafood tomyum udon small prawn grand total one clam shell. without even clam it. tempura maki looked sus even take photo it. sustenance hungry human nothing more.,feedback,0.98,0,0,0,1,0,1
Kazokutei,5.0,Roland Seh,Udon in different styles and done well!! Loving the food here! The service is also impeccable!,feedback,udon different style done well loving food service also impeccable,feedback,1.0,0,0,0,1,0,1
Kazokutei,2.0,CJ (CharlieJuliet96),"Food is honestly average or worse. The omu rice egg honestly is more like a fried egg than an omelette, and there isn't even curry when it was advertised as with curry.",feedback,food honestly average worse. omu rice egg honestly like fried egg omelette even curry advertised curry.,feedback,1.0,0,0,0,1,0,1
Kazokutei,3.0,Eric Wong,"Food is ok, but may not offer the wow factor, eventhough price wise is reasonable",feedback,food ok may not offer wow factor eventhough price wise reasonable,feedback,0.95,0,0,0,1,0,1
Kazokutei,4.0,Petite brush,"Tasty food.

The udon noodles are soft and chewy.",feedback,tasty food. udon noodle soft chewy.,feedback,1.0,0,0,0,1,0,1
Kazokutei,4.0,Kain Teo,The add on kaaraage costs 4 dollars for 3 small pieces.  Food is tasty.,feedback,add kaaraage cost 4 dollar 3 small pieces. food tasty.,feedback,0.98,0,0,0,1,0,1
Kazokutei,3.0,Ming Qing Lye,"Took around 35min to complete the order on a Sunday night,

Food is okay",feedback,took around 35min complete order sunday night food okay,feedback,0.99,0,0,0,1,0,1
Kazokutei,1.0,megan ho,"Ordered 2 Omu rice with pork and fried chicken combo and paid $16.50 per bowl. This was truly disappointing.

Not only was the wait around 45 minutes, the food did not taste appetising at all. The portion was 50% fries with 2 pieces of fried chicken balls which were rock hard and 3 pieces of pork cutlet. I am pretty sure the fried chicken balls and pork cutlet were frozen food that was microwaved. The curry was watery and diluted and did not taste like curry. Do not recommend this place at all, not worth it.",feedback,ordered 2 omu rice pork fried chicken combo paid 16.50 per bowl. truly disappointing. not wait around 45 minute food not taste appetising all. portion 50 fry 2 piece fried chicken ball rock hard 3 piece pork cutlet. pretty sure fried chicken ball pork cutlet frozen food microwaved. curry watery diluted not taste like curry. not recommend place not worth it.,feedback,0.97,0,0,0,1,0,1
Kazokutei,3.0,kaiser misaki,The food and taste is actually not too bad. But the presentation could be better. Or maybe it's just me?,feedback,food taste actually not bad. presentation could better. maybe,feedback,0.94,0,0,0,1,0,1
Kazokutei,3.0,Viv N,Food is nice but portion too small.,feedback,food nice portion small.,feedback,0.87,0,0,0,1,0,1
Kazokutei,1.0,Beverley Tan,"One of the worst restaurants I have ever been to, considering I dine out often. The pork cutlet has a weird â€œfrozenâ€ taste, the egg on the one rice is flat, dry and a bit charred, the fries are soggy, the tan tan miso udon is so spicy (???) that it is choking.
Can Google have a negative 5 star ranking framework, specifically just for this restaurant?",rant,one worst restaurant ever considering dine often. pork cutlet weird frozen taste egg one rice flat dry bit charred fry soggy tan tan miso udon spicy choking. google negative 5 star ranking framework specifically restaurant,rant,0.68,0,0,1,0,0,0
Kazokutei,1.0,DON MUN,"Food is editable,  could have been better. My only regret is that I did not check restaurant ratings before ordering.  Children set meal not worth. Other customers get their order first even when the restaurant is not fully filled. iMO, go elsewhere. In addition, I need to have psychic power to know whether our food is coming or not, when the waitress did not even respond to our order request",feedback,food editable could better. regret not check restaurant rating ordering. child set meal not worth. customer get order first even restaurant not fully filled. imo go elsewhere. addition need psychic power know whether food coming not waitress not even respond order request,feedback,0.99,0,0,0,1,0,1
