title,stars,name,text,label
Srisun Express - Hougang Ave 8,5,Ruth Selvarani,"Good experience dinning here, the staff are fast, efficient and they are very hardworking.the food was served fast on a non busy day.i would like to appreciate nita, she has gone extra miles to serve customers, when the shop opened she patiently  taught each diner how to use  the app.even though the app was horrendous and still is.nita serves with a smile and has passion in this job.
She's a good and hard worker and deserves a promotion.",feedback
Srisun Express - Hougang Ave 8,1,Umamageshwary V Sukumaran,"I went there for lunch and I regretted it. First their ordering system is via qr code scanning. That's fine but the system was really slow. Plus the payment option it auto captured pay by cash. So I was assuming we will pay once we finished eating, hence we were waiting for food but after so long, the waiter came and told us we had to pay 1st, fine n we paid. We had to wait so long for the food to arrive. Best part naan came plain, no curry. They just put and went. We had to call n ask. They said naan don't come with curry. OK fine as well and we asked them where are the ala carte we ordered, again it was checking here and there. Finally it came. $7 mutton was just half of my palm size. The place is over price and over hyped. The chicken rice soup was full of msg. It was so salty, my kid struggled to eat. Lesson learned, never going there again. The serangoon outlet food is wayyyy better.",feedback
Srisun Express - Hougang Ave 8,1,MeiYin Chew,"The foods are served very slow. What upset me is the Indian lady who serve foods keep touching my baby. After I told her cannot touch (which obviously ) she show attitudes all the way,pui",feedback
Srisun Express - Hougang Ave 8,1,Sunny T,"Service is terrible, qr code on table doesnâ€™t work, food menu different from actually menu and no mention that the website doesnâ€™t work. Bad service by staff which is a complete let down. Food is decent and good however wonâ€™t recommend to my network",feedback
Srisun Express - Hougang Ave 8,3,Mousey Yeoh,"Needed to scan QR code to go to an app to order. Whoever released an unrefined app to be used for ordering should be excuted, the app was buggy and not very user friendly. After ordering through the app you have to make payment at the counter. Waited around 20 minutes before i asked about my order and one of the staff said it was not ready yet. Waited another 10 minutes to ask another staff and still it was not ready. Another 5 minutes in the 2nd  staff asked for my receipt to check on it. That is when i saw my order being prepared. Took another 10 minutes for the food to arrive. Food pricing was above average too. But at least the food was decent.",feedback
Srisun Express - Hougang Ave 8,1,tan mary,Bad prata. The plain prata is the worst. CMI. Egg onion is bad too.,feedback
Srisun Express - Hougang Ave 8,2,Ahchit Lee,The service okay lah but the food was terrible . I ordered the bomb prata and it was a bit too thick for my likings and it didnâ€™t taste that good. Moreover the price for 1 prata was 5 flipping bucks and the food sucks,feedback
Srisun Express - Hougang Ave 8,2,Louis,"Saw that an outlet recently opened and decided to give it a try. Whilst the shop was done up pretty well as compared to the average prata shop, the same cannot be said for the food. Ordered egg prata, prata kosong and teh tarik and sad to say, it was extremely mediocre. The QR code ordering system is not user-friendly and consistently lagged while I was ordering.

Do yourself a favor and walk to Al Falah (towards McD direction) to satisfy your prata cravings at a cheaper price and happier stomach",feedback
Srisun Express - Hougang Ave 8,5,Naalishya Yokeswaren,"Ordered bulk foods from srisun for my Diwali party. All guests enjoyed it, and the food given was fantastic!!! Food portion was more than enough too! For my next few parties, will definitely order my go-to srisun  special thanks to Nitha for her very good and helpful customer service!!",feedback
Srisun Express - Hougang Ave 8,5,B P,"Neeta is very warm, friendly and welcoming to all. And I have to say the cook in charge of frying noodles is skillful. His beehoon putih is my favourite.   The shop is also very clean at all times.",feedback
Srisun Express - Hougang Ave 8,2,ACE Soccer,"Price was abit on the high side .
ordered 3 Naan and keema..The Keema quantity was so small that it good for 1 naan .
Atmosphere wise,some idiots were vaping though there was a no smoking sign.
Staffs did not do anything at all..
Didnt know vaping was legal here..
haizzzz",feedback
Kazokutei,3,Andrew Chwee,"The service is swift, but the menu is slightly complicated. Hard the pork kimchi udon, and it is alright, nothing much to shout about. It came in a big bowl, and we were shocked, but itâ€™s not a lot for one person.",feedback
Kazokutei,2,Say Kiat Tan,"Chicken omu rice is $11.90.

Pork omu rice is $12.90.

Combo (chicken and pork) omu rice is $13.90.

So you would expect combo to be chicken omu rice and then add some pieces of pork or vice versaâ€¦ (refer to photo).

Wait until you see the waiter serving another table their chicken-only or pork-only omu rice! The portion is much much more than what you get with the more expensive combo!

So skip combo if you have the same logical mind like mine!

Disgusted so todayâ€™s visit will be my last there.",rant
Kazokutei,1,Zack Tan,"Food was so-so. But given the price you pay for it, I can close an eye.

Service and hygiene leaves a tremendous lot to be desired though. Throughout my meal, there was a huge bug flying around and the waiters did not notice it. Fair enough, given that they don't walk around the restaurant much as orders are made via iPads chained to the tables and all they do is bring food to you.

I alerted a waitress to the insect who looked at it, smiled, then walked away without even giving an apology, let alone attempt to get rid of the pest.

My order was the promotional Mentaiko cream udon with California Maki. The mentaiko was bland and the egg served with the udon (which wasn't even the typical runny type normally served with ramen/udon) was cold and unappetizing. Maki was just average. All this set me back by $15.90.

There are at least 2 other Japanese eateries including the restaurant chain Sakae Sushi nearby, if you crave the cuisine. This place is not worthwhile; give your business elsewhere.",feedback
Kazokutei,4,Ikustas Yat,Pretty different from the one in Japan. The food is ok and agree with some reviews its slighlty on the salty side. I gave an extra star coz the service is good.,feedback
Kazokutei,2,Mj Go,The food quality really needs to improve. It's really not that good as it looks. The meat is not fresh it tasted like they just reheat the dishes.,feedback
Kazokutei,5,Din Neo,Excellent taste of Japanese food. Love the ambience. Staffs are friendly and helpful.,feedback
Kazokutei,2,dp,"Portions were tiny. The menu showed the omurice swimming in half a plate of sauce but the actual thing barely had a any sauce on it. The seafood tomyum udon had some small prawns in it, but a grand total of ONE clam SHELL. Without even any clam in it. And the tempura maki looked so sus we didn't even take a photo of it. It's sustenance for a hungry human, but nothing more.",feedback
Kazokutei,5,Roland Seh,Udon in different styles and done well!! Loving the food here! The service is also impeccable!,feedback
Kazokutei,2,CJ (CharlieJuliet96),"Food is honestly average or worse. The omu rice egg honestly is more like a fried egg than an omelette, and there isn't even curry when it was advertised as with curry.",feedback
Kazokutei,3,Eric Wong,"Food is ok, but may not offer the wow factor, eventhough price wise is reasonable",feedback
Kazokutei,4,Petite brush,"Tasty food.

The udon noodles are soft and chewy.",feedback
Kazokutei,4,Kain Teo,The add on kaaraage costs 4 dollars for 3 small pieces.  Food is tasty.,feedback
Kazokutei,3,Ming Qing Lye,"Took around 35min to complete the order on a Sunday night,

Food is okay",feedback
Kazokutei,1,megan ho,"Ordered 2 Omu rice with pork and fried chicken combo and paid $16.50 per bowl. This was truly disappointing.

Not only was the wait around 45 minutes, the food did not taste appetising at all. The portion was 50% fries with 2 pieces of fried chicken balls which were rock hard and 3 pieces of pork cutlet. I am pretty sure the fried chicken balls and pork cutlet were frozen food that was microwaved. The curry was watery and diluted and did not taste like curry. Do not recommend this place at all, not worth it.",feedback
Kazokutei,3,kaiser misaki,The food and taste is actually not too bad. But the presentation could be better. Or maybe it's just me?,feedback
Kazokutei,3,Viv N,Food is nice but portion too small.,feedback
Kazokutei,1,Beverley Tan,"One of the worst restaurants I have ever been to, considering I dine out often. The pork cutlet has a weird â€œfrozenâ€ taste, the egg on the one rice is flat, dry and a bit charred, the fries are soggy, the tan tan miso udon is so spicy (???) that it is choking.
Can Google have a negative 5 star ranking framework, specifically just for this restaurant?",rant
Kazokutei,1,DON MUN,"Food is editable,  could have been better. My only regret is that I did not check restaurant ratings before ordering.  Children set meal not worth. Other customers get their order first even when the restaurant is not fully filled. iMO, go elsewhere. In addition, I need to have psychic power to know whether our food is coming or not, when the waitress did not even respond to our order request",feedback
Kazokutei,3,Billy Ko,Food was mediocre. Took 15 mins to arrive yet it was only lukewarm. Portion was rather small. And they had this 3 steps of stairs down to the seating area where one of the particular steps is a lot higher. Service staff had to constantly remind the guests which on their part is a good move but I do hope it gets resolved soon,feedback
Kazokutei,2,v. lim,"Ambience was okay, not packed but had a decent amount of people for a Friday evening. Food was okay, but took a while to come.

Ordered a main meal + drink and wasn't full, so I had some leftovers from lunch. Was told off by staff, saying that no outside food was allowed, even though I had already finished my main. Would have expected some flexibility, but oh well!

Pretty bummed about the incident, so people who are planning to finish up extra food or cake after your meal, be prepared to be told off.",feedback
Universal Studios Singapore,5,Dharven Panchal,"Dreamy location if you are in Singapore, a must-visit place. A fun, enjoyable, and exciting day you are going to experience here if you are visiting. One full day is required here.

You have to buy passes in advance. Also, if you can install their application and check the wait time for each activity. For kids, adults, they have a Range of activities. They have introduced Minion Land and kids just love this.

The best ride is Transformers and The Mummy. They also have food stalls available. The Jurassic Park ride is just awesome. Pls bring a raincoat if you are planning for the Jurassic Park ride. Express pass is not required if you are visiting jn off off-season. On Sunday, they have parade.",feedback
Universal Studios Singapore,5,Hasanain Habasha,"We had a fantastic day at Universal Studios Singapore! I visited with my family and our two kids, and it was truly a memorable experience for all of us. The park is well-organized, clean, and full of exciting attractions suitable for both kids and adults.

Our children especially loved the themed rides and character meet-and-greets â€” seeing their favorite movie characters come to life was a real highlight! The staff were friendly, helpful, and made sure everything ran smoothly.

We also appreciated the shaded areas and rest spots, which made it easy to take breaks throughout the day. There were plenty of food options, and the park was very family-friendly overall.

Highly recommended for families looking to spend a fun-filled day together. Weâ€™ll definitely be coming back again!",feedback
Universal Studios Singapore,1,Prathi Pranav,"Very very poor management! Didn't expect this kind of response from one of the best world class entertainment park!

Here's the scene-

We visited on a weekday and still wait time for main rides were almost 120mins (2hours), meaning we cannot take more than 3 rides. After spending lot of money and not able to use all the rides is like total waste.

No benefits even on express pass.

Plus some rides come into maintenance, so if someone waited for 1hr but cannot complete the ride. (No ride + time wasted).

Ad- Rides are super awesome , lot of fun.

These are must-
1. Transformers
2. 2 roller coasters
3. Jurassic park
4. Canopy flyer",feedback
Universal Studios Singapore,5,Eugene T,We visited on a weekday and not during the holidays or school breaks. It was fairly quiet except for a group of overseas travellers. You can buy the express ticket but only make that selection once you are there and confirm it will be busy. Take your time and spend the full day there so youâ€™re not rushing around. Bring small backpack in case you have to store it during some rides and remember your water and umbrella. There are rides for all ages so lots to go round for everyone and heaps of souvenirs to buy at every sections.,feedback
Universal Studios Singapore,5,Kevin Chavez,"What an amazing theme park. Universal Singapore may be small, but it has so much packed within it. You could easily spend the whole day here and still not manage to do and see it all. This place is fun for the whole family. There are roller coasters, thrill rides, and shows that make the whole experience worthwhile.",feedback
Universal Studios Singapore,4,Sello,"It was a great experience to visit the resort during the week. The resort was less crowded, which was a pleasant surprise. Singapore is usually known for its hot and humid weather, so I was surprised by the pleasant weather. Access to the resort is easy, as you can take the metro and the Sentosa Express.",feedback
Universal Studios Singapore,5,Deepak Pant,Nice experience with family. Needs a full day to explore the park. Be prepared for long waiting times sometimes up to 2 hours for a single ride. Buy the express pass if you can afford it. Food is good and reasonably priced compared to other such theme parks. We liked the one in Oasis cafe in the Egyptian section.,feedback
Universal Studios Singapore,5,ChuLuxe Explorer,"Universal Studios Singapore is a true playground of happiness. Itâ€™s definitely not just for kids. Adults can have a great time too. There are so many fun and exciting rides, but honestly, some were a bit too intense for me. Anything that flips you upside down was a no from me. I preferred just walking around, soaking in the atmosphere, which felt perfect for my pace and age.

One thing to keep in mind is the waiting time. I had to wait almost an hour for some rides. It gets really crowded, especially later in the day. If you want to make the most of your visit, I highly recommend getting the Fast Track pass. It saves you a lot of time and stress. Also, come early if you can. That really helps.",feedback
Universal Studios Singapore,5,Aurelien Ducos,"We spent a day that we will never forget! Universal Studios Singapore was simply incredibleâ€”undoubtedly one of the best activities to enjoy as a family. The park is full of thrilling rides, immersive worlds, and fun for all ages.

If you can afford it, I highly recommend purchasing the Express Passes. They allow you to skip the regular queuesâ€”which can be 45 to 60 minutes longâ€”and go straight to the rides. It made a huge difference to our experience and let us enjoy so much more of the park without wasting time in line.

A must-do while in Singapore!",feedback
Universal Studios Singapore,5,Vipin Nair,"The tickets are expensive but itâ€™s worth it. And you require a full day of enjoy all the things to see and go on different rides. With small kids, it may be difficult as many rides are only for taller people, but there is plenty of things for kids as well. Though we went on a weekday, most rides had minimum waiting period of 30-40 minutes. But except the rides; lots of fun activities to do, but rides are a big draw.",feedback
Universal Studios Singapore,5,MonoBattery,My first time going USS! The queue was long but it was fast and basically you can do a circle of the place. I rode the Sesame Street's and Revenge of the Mummy's ride. After that mostly took photos because I cannot handle motion sickness. There were restrooms and snacks/drinks placed all around so no fret. Lockers are provided when you need to go on rides that doesn't allow bags/cameras. Check out the shops too!,feedback
Universal Studios Singapore,5,Dward Sealmoy Jr.,One the highlights of our Singapore tour. Clean and afforable. Will definitely comeback. I am also planning to visit all other Universal Studies from around the world. Highly recommended to visit the place early morning to avoid so much crowd and take pictures of the famous globe.,feedback
Universal Studios Singapore,5,Shanuka Rathnayake,"I visited Universal Studios Singapore back in 2018, and itâ€™s still one of my favorite travel memories! From the moment I walked in, the atmosphere was full of excitement and adventure. Each themed zone was so creative and well-designed, it truly felt like stepping into different movie worlds.

The rides were amazing! I especially loved the Transformers ride and the Jurassic Park Rapids Adventure. There was something for everyone, whether you enjoy thrilling roller coasters or more relaxed family, friendly attractions.

The park was clean, well-organized, and the staff were friendly and helpful. There were also plenty of places to grab a quick snack or meal, and even the food felt like part of the experience.

Overall, it was a day full of fun, laughter, and unforgettable moments. If youâ€™re visiting Singapore, Universal Studios is a must-do!",feedback
Universal Studios Singapore,3,Carmelo Distefano,"I had more fun than expected however we paid over AUD 1000 for three kids limited express tickets and two adult entry passes and there were a number of rides closed for maintenance, particularly the Lost World ride which was the only one I was interested in. This should have been advised in advance or the FULL price should not have been charged by the park. Lunch was also difficult to find seating. Overall though the staff were friendly and welcoming and the family had a good time.",feedback
Universal Studios Singapore,3,Nur Athirah Binte Hussain,"Plan your trip. We went on a Sunday and had to wait at least 45 minutes for each ride. Food was expensive so make sure you guys bring some snacks to sustain during the time in the theme park. On the positive note, Mummy ride and Cylon ride was worth the wait but no belongings during these rides. So you will need to put your things (including phone) in the locker (you will need to pay).",feedback
Universal Studios Singapore,4,Allie,"Had a good time at Universal Studios Singapore! The park is full of fun rides and attractions, though it can get quite crowded, especially on busy days. Tickets are on the expensive side, so itâ€™s worth planning ahead. Unfortunately, it was raining during my visit, which made some parts a bit less enjoyable. Still, the overall experience was very positive â€” great for families and thrill-seekers alike. Iâ€™d give it 4 out of 5 stars and would recommend it if you donâ€™t mind a crowd!",feedback
Universal Studios Singapore,4,Eli Paradise,"Always have the best time at Universal Studios. âœ¨ Compared to Disneyland though, the rides here feel a lot shorter. Still, itâ€™s always such a fun experience â€“ thereâ€™s just something about stepping into the world of movies and feeling like youâ€™re part of the action.",feedback
Universal Studios Singapore,5,Ameen nigar,"""We had a blast! The kids thoroughly enjoyed the experience, and it was super exciting. However, the queue was very long, and we waited for about 35 minutes. Considering the wait, maybe an express ticket service would be a good idea? The prices were $85 for adults and $65 for kids. Overall, my kids loved it, and it was worth the experience!""

Experss tick need to pay more.",feedback
Universal Studios Singapore,2,-Obydur Rahman Shazol-,"A very good Theme Park to bring your kids.
However authority should take necessary measures to limit the number of guests inside the Studio as currently you have to wait 45-120 minutes just for a 2/3 minutes ride.
As a result people can not enjoy all the ride and can not roam around the park freely.",feedback
Universal Studios Singapore,4,Madhuram Sabari,"Universal Studios Singapore was a fun and exciting experience overall. The park is beautifully designed, giving off Disney-like vibes with well-crafted zones, characters, and attractions that are immersive and entertaining.

Every attraction I tried was enjoyable â€” from thrilling rides to themed shows, thereâ€™s something for all age groups. The setups and attention to detail are impressive, making it feel like youâ€™ve stepped into a movie world.

That said, the place is a bit on the expensive side, and one downside was the cloakroom/luggage storage charges, which felt too high for a theme park. (I donâ€™t remember the exact price, but it was more than expected for a few hours of storage.)

Despite that, if youâ€™re in Singapore and up for a full-day adventure, itâ€™s definitely worth visiting once. Just plan your time and budget accordingly!",feedback
Srisun Express - Hougang Ave 8,1,Aravindhan Ellappan,Ordered takeaway. There's no omelette packed with it. Not happy with the service.,feedback
Srisun Express - Hougang Ave 8,4,M L,No aircon. Place is clean. Food is delicious. Check out the Srisun (dispenser) Towers of drinks!!! Cool black colour basin with foam soap! There is a unisex toilet.,feedback
Srisun Express - Hougang Ave 8,5,An La,"Nice place, get a nice 80s vibe here. Loved the food and the service as well.",feedback
Srisun Express - Hougang Ave 8,1,Zenhong Oh,Visit this shop weeks ago. Very bad service attitude force customer to use QR code to order food while the online ordering system is not user friendly. Ended up walk away from them. Will never ever visit this shop again. The mamak stall nearby is much better!!,feedback
Srisun Express - Hougang Ave 8,4,Joseph Chin,"Would have gotten 5 â­ï¸ except for the pricing. Some item pricing are fair and market acceptable eg bryani, rojak but their roti prata, egg prata, coin prata is higher than market by 10-25%, but if you expect some clean and nice Indian cuisine then this is what you pay for.",feedback
Srisun Express - Hougang Ave 8,1,Ramyaa Muthu,Worst food. Customer service worst. No taste.,feedback
Srisun Express - Hougang Ave 8,1,Rajeshkumar,"While ordering from the table by scanning QR code we need to feed all our person details, that Is unnecessary, I asked them, they said, this is our rules, if you like to eat here then eat otherwise donâ€™t eat here.. The way of response is horrible.
My question is, May I know, why you need all our personal details?. Is this right, as per law collecting information from customer?",rant
Srisun Express - Hougang Ave 8,1,Vincent Ang,"I order 2 plates of Mutton Briyani but I was served Bone Briyani, to be fair the other plate had good amount of mutton... such inconsistencies will be the death of a good business",feedback
Srisun Express - Hougang Ave 8,1,raja deepak,Very worst service.please don't come here.i order food 1 hour after come.the food also no good,feedback
Srisun Express - Hougang Ave 8,5,E',Prata super fluffy and niceeee. Maggie goreng Combo meal was nice toooo nt portion is too huge for us ,feedback
Srisun Express - Hougang Ave 8,1,Vernon Poh,"Told the cashier NO chili in my order and even repeated twice, yet they still added. Worse.., they kept insisting that I must accept it and were not willing to reprepare the order. What kind of service is this, not even an apology. ATROCIOUS SERVICE.",feedback
Srisun Express - Hougang Ave 8,1,Fighter fighter,Please educate your employee not to throw  their dirty hair net in the lift!!! It has been multiple times. You know which employee. (live above the same block),rant
Srisun Express - Hougang Ave 8,1,Min Khant,food is good ah i order my milkshake 1 hour alr still havent come,feedback
Srisun Express - Hougang Ave 8,5,Ian Pee,Food is comparable to malaysian mamak. Very nice!,feedback
Srisun Express - Hougang Ave 8,2,Seng Zhe Yep,Service is slow and disorganized .. for the money you can spent itâ€™s worth somewhere else.,feedback
Srisun Express - Hougang Ave 8,5,Astreastar,"Great Indian food
Love it
Recommended",feedback
Srisun Express - Hougang Ave 8,1,Eric Chan,Very very slow in serving food. Not worth the wait. Donâ€™t name express if the food comes out slow.,feedback
Srisun Express - Hougang Ave 8,3,noorkamal vip,"bought chcken murtabak $11,not much special,not much chcken meat inside,teh tarik $1.90 small glass with no handle to hold hot drink,need to hv better food quality to compete with others ,to attract costmer for new shop in neighbourhood",feedback
Srisun Express - Hougang Ave 8,5,NightServicingSG,Thank you for having impossible meat served at night ,feedback
Srisun Express - Hougang Ave 8,4,Donny Chan,"Staff are super friendly, food is good, I really enjoyed it. However, food could be less oily but overall, this is a good restaurant",feedback
Kazokutei,1,jupiter lite 2,"Worst and horrible service ..~2/06/22
Firstly Curry gravy served cold- mini omu rice . Then the worst part 2nd order served pork cutlet curry udon served with a dead housefly below the cutlet when I try to put separate it and i saw a dead housefly on the curry udon.. Luckily I order/asked for no spring onions if not worse the housefly will be hidden mix up ...
Totally making us to puke after seeing it and no more appetite to continue eating both .. Really can't believe a dead housefly can' be served on the curry udon to us..
Plus took long time somehow the service staffs can't even gave proper explanation when feedback given both OR even no apologies given by a single kitchen staff .Shame . .
So we decided to leave the restaurant as it's a waste of time talking to the staffs ..
Pls kindly look into this matter and update on it asap.. thank u
I think it's time to set proper training of the whole management and the staffs of this restaurant in there of handling proper food service and esp the customer service ...
I m really regretted not reading all neg feedbacks here before gg in and order food ..
Not to eat here anymore ..
Not friendly and worth spending $$ eating here ..
",feedback
Kazokutei,1,William Liu,"Food so-so, and bad service. The kitchen somehow forgot to cook side dish of my set meal, so I cancel. After meal, the waitress at counter just told the amount to pay, and didnâ€™t give bill. I asked for bill slip as Itâ€™s standard to have bill before payment (itâ€™s customer choice to check not or) Then the waitress jumped gun, printed bill and threw together a calculator towards me on counter, saying â€˜not cheating your moneyâ€™. What a pattern. (The bill was correct. ) donâ€™t go to this restaurant which doesnâ€™t have queue even at weekend dinner time. It has a reason.",feedback
Kazokutei,3,Zhi Heng,"Food is decent but nothing spectacular or worth travelling for especially cause its on the pricey side. The tempura r decent but have this taste of reused oil. the sweet potato tempura can be softer in texture. N the sauce is too watery n lacking in flavour in my opinion. I had the asari udon which was decent too just that it's a tad too salty for my liking. Serving size was kinda small, wasnt fu after eating. N it would be better if there r more ingredients n garnishes present to make it more aesthetically pleasing and flavourful considering the price. Place is relatively empty even during dinner time. Good thing is that water is provided free of charge tho i feel that a standard drink like hoji tea should have been included in the set meal like most places. Food is decent just that for that price range I would expect much more. Staffs should pay attention to the tables inside as I had a difficulty in trying to get a waiter as well as informing the customers of the Japanese membership discounts available b4 payment:/",feedback
Kazokutei,1,Hao Lew,"slow service, udon quite bland.. fried karaage chicken too strong of ginger taste, meat is dry. but omurice, egg and brown sauce cannot make it. Fries is soggy.. only the tomato rice is nice though..",feedback
Kazokutei,2,Chong KV,"Was surprised by the chicken wappa gozen, just two small pieces of chicken found.",feedback
Kazokutei,1,Samantha Chang,"We were done with our main course and wanted to ask to be served our dessert. It was dinner rush and everyone looked very occupied as we tried very long to get the attention of any staff. Finally, this staff (supposed manager as he dressed nicer than the other staff) noticed me as I signaled to him if he could come over. To my horror, he shouted across the restaurant ""can you call my other colleagues"" as he does some kind of hand movement to indicate as if ""can't you see I'm already very busy why are you calling me over"".

I felt attacked as a customer and felt disgusted when we had him as our cashier and had to give our hard-earned money to pay for such a service. Maybe he had a bad day, and I can empathize with that. But that still should NOT be an excuse to treat customers that way. Customers are the heart of any business. Without customers, there will be no business.",feedback
Kazokutei,5,Yong Le Tan é™ˆæ°¸ä¹,"The pork slices in the ""Pork Kimuchi Nabeyaki Udon"" is tender and thinly sliced, and the udon is one of the most smooth tasting I have tasted! The broth is light tasting yet flavourful, and the kimchi mixes well with all the ingredients within. The Ebi fry and French fries retains its crispness even when served up for some time. The staff is helpful and proactive to update on the status of the food preparation to manage expectations.",feedback
Kazokutei,2,YW Z,"Waited at least an hour for the food and the restaurant was not even full. Food looked nothing like the pic or how I would have imagined it to be and I had to send back my plate as it looked too dreadful. Honestly, an 8 year old would have made better omurice. Avoid this place if you can but if you can't, don't order the omurice dishes.",feedback
Kazokutei,1,Leon Han,"Worse table experience. Was served by the so called server lead, when we requested for more tonkatsu sauce, she actually told us "" this is the 3rd time, no more"". Like come on is just sauce, didn't expect to be so calculative.

Servers were not active in filling up tea and take a more reactive then proactive service (always have to request for refills)

Lastly the server lead was like raising her voice to another staff of hers about the work and the entire half of the outlet could hear her. Not professional one bit and cause so much unpleasantries while dining.

To be fair the food was ok but don't expect basic service there and save your 10% service charge on something else. Experience was bad. So not recommended.",feedback
Kazokutei,3,Jucci,"No queue here despite the dinner rush. Food was OK, did take a while to arrive but it was a good crowd. Service staff placed us on the wrong table that was meant to be reserved and had to ask us to move to another table. Lucky for them we had not ordered our food yet. Slight inconvenience.",feedback
Kazokutei,1,Edwin Lee,"No floor staffs.
I can confirm that the chef donâ€™t even know what is omu rice. Ordered omu chicken set, more like a NTUC chicken chunks with normal fried egg rice. No fragrance to the rice. Totally not what they adv outside the shop. $$$ Wasted and definitely a meal.",feedback
Kazokutei,2,ZL Choo,"Food quality wise almost like school canteen for about 20$ per pax est. Service is poor, filled with uncommitted part timer. Food wait time is long also. The only saving grace is no queue and your only option during peak hours. I would go for even fastfood anytime if it wasnt for the queue.",feedback
Kazokutei,2,Chi Wei Siah,"Saw the waiter pour half a can of sprite, 1 scoop of syrup, and filled half the cup with ice cubes, for a soda I paid $4 before gst for",feedback
Kazokutei,2,Darrell Lye,"I was amazed at how pedestrian the food was. Forgettable and uninspired. I wish we walked past and went to a different eatery.

Omu curry rice is hard to screw up, this was just passable. The wappu gozen was mushy and not tasty. The zaru soba was of poor quality. Even the wasabi served with it was tasteless. The tempura was not crispy. The hot tea was not good either.

The only upside....the pudding was quite good.",feedback
Kazokutei,1,gladyn w,Such a horrible place to eat. The Tom yam udon tastes like maggi powder. And seafood was  not fresh and overcooked. The fries are soggy and stale. The fried chicken tastes like oil that has been reused a thousand times. Avoid this place at all costs!!!!!,feedback
Kazokutei,1,Grace Lim,Waited for more than half and hour and my food was still not served. Ordered udon. Like you can't cook udon in 30mins??!!  Service is terrible. Customers are raising their hands but no one attends to us.  Ended up leaving because it was just so bad. Ended up with gastric for waiting too long.,rant
Kazokutei,1,Vivien COTIER,"I had a very bad experience. Food is decent in taste but too expensive for the portion and what it is, fries were not cooked
The service is even worse than the food, been waiting for very simple food for 45 minutes with several tables open.

I would not recommend if you are looking for a restaurant in Bugis.",feedback
Kazokutei,1,timothy fong,Service was bad - claimed after 20 mins that the kitchen was slow and that their new staff served our food to other tables who came later. Omu cutlet rice was not worth the price at all.,feedback
Kazokutei,1,Jolin Lau,"1. the customer service was so bad as werenâ€™t even that much customers in the restaurant when i came. the waiters did not even gave us attention when i called out for them.
2. when the food came, the fried chicken was raw and uncooked inside. not only my food , my friends and i all had uncooked chicken. i told this to the waiter and they insisted that it was supposed to be like this. however, my friends and i were all food science students thus, we knew clearly the difference between cooked and uncooked chicken.
in the end, im glad they gave us a refund when we asked for it however, if i wouldâ€™ve gave a zero stars instead.
my friends and i came here ard 6pm on 21st june",feedback
Kazokutei,1,Sofia Ng,"Came here 21/6, about 6pm, at bugis Junction.

Place was vacant with only one other customer. My friend and I ordered an omurice, the chicken was obviously pink and uncooked.

Tried to bring attention to waiter, but no one came until I got up to look for someone. Waiter brought it to kitchen but they insisted the pink was natural.

Opened the next piece of chicken to see it was white and pink inside. My friend's omurice chicken one of the pieces were still frozen.

Finally, the waitress brought it back and the manager allowed us to have a refund. None of the staff were particularly apologetic, and no compensation was given.

Uncooked food and terrible customer service.

Would give zero stars but not possible.",feedback
Kazokutei,1,Zack Tan,"Quality service from Jie Yi. From the moment she brought us from the counter to the table, no greeting, no acknowledgement, not a single word uttered. Just chucking the menu to us then slamming the tablets (2 which we had were defective).
Exceptional attitude where each time we called out to her, not a single word in response.
Food is spectacularly mediocre and overpriced, with limited selection and oversized bowls/plates to hide the miniscule portion.
Avoid at all cost.",feedback
Kazokutei,3,p1zzabit,"It is your typical Japan Food Holdings outlet that even with different brands under their belt taste similarly average across most outlets.

Udon that taste too heavy for what udon suppose to be and kimchi taste for the soup is just sub par",feedback
Kazokutei,4,Simeon Ang,"The udon and red miso soup were spot on with the fried garlic giving additional omfph. However, don't waste your moolah in getting the set meal, sides are overpriced and not worth the extra.",feedback
Kazokutei,3,Audrey L,"Was attracted by the wafu sets here, which were pretty reasonably priced, starting at around S$12. Wafu is essentially like steamed rice in a bamboo basket with some ingredients in it like chicken or seafood. It was a bit disappointing to be honest -- I ordered the chicken wafu and it wasn't very flavorful and didn't come out very hot. Overall just not really satisfying. I also got the fried chicken to go with it, and it wasn't super crispy or hot. It was just...there. The best part of this set was actually the chawanmushi! It was really smooth and silky. Nice job!",feedback
Kazokutei,1,Lim Kino,"waiting half hours eat cool fries,rice and chicken. 4 dollar value",feedback
Kazokutei,4,clare istiredzzz,"The food is fantastic. However, there is a female staff that has an attitude problem. The rest of the staff are kind and patient but that one female staff is just horrible. Talks rudely to me and is really impatient. For that, the place loses one star.",feedback
Kazokutei,1,flappy bird,"Didn't manage to get to sit. So lorsor. Which F&B will check IC or check address just for sit their consumers to sit together even despite the current max 5 pax covid regulations. Then children below 15 how, cannot eat there isit because they don't have IC or any proof that they all live under 1 roof... Ridiculous! Thankful for not eating there having seen the poor reviews of the place. If can give 0 stars i would give negative!",feedback
Kazokutei,4,Farah Nabilah,"I ordered the Kokudashi Soba with Mixed Tempura. Slightly oily, but still good. No queues though, so it's perfect if you're looking for a quick meal.",feedback
Kazokutei,1,V V,"Very salty soup base,  soda drink taste like plain water. Overall not worth it at all even though it is relatively affordable place to dine in.",feedback
